Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

7NKZ hit rate =  10/10/9

7NKZ,pdb_interact_uniref_sto_0,0.36896551,0.927
7NKZ,uniclust_oxmatch_a3m_1,0.36889789,0.911
7NKZ,custom_template_file_0,0.36878344,0.927
7NKZ,uniclust_oxmatch_a3m_3,0.36868787,0.909
7NKZ,string_interact_uniprot_sto_2,0.36865509,0.929
7NKZ,species_interact_uniprot_sto_3,0.36864558,0.924
7NKZ,pdb_interact_uniprot_sto_0,0.36862677,0.926
7NKZ,default_0,0.36862573,0.929
7NKZ,uniprot_distance_uniref_a3m_4,0.36856973,0.749
7NKZ,uniclust_oxmatch_a3m_2,0.36855003,0.91
