Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

7TEE hit rate =  10/4/0

7TEE,fold_7tee_3_model_0,0.40582842,0.509
7TEE,fold_7tee_2_model_1,0.40572762,0.419
7TEE,fold_7tee_3_model_2,0.40567583,0.542
7TEE,fold_7tee_2_model_0,0.40566427,0.424
7TEE,fold_7tee_4_model_3,0.40564683,0.566
7TEE,fold_7tee_5_model_1,0.40563399,0.412
7TEE,fold_7tee_2_model_2,0.40560117,0.414
7TEE,fold_7tee_1_model_1,0.40559348,0.424
7TEE,fold_7tee_4_model_1,0.40558943,0.415
7TEE,fold_7tee_5_model_3,0.4055742,0.493
