TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7AMV,custom_template_file_0,0.84295464,0.881
7AMV,sequence_based_template_1,0.84258723,0.878
7AMV,structure_temp_dimer_3,0.84156793,0.887
7AMV,ori_temp_pipeline_with_alphafold_models_3,0.84065127,0.823
7AMV,sequence_based_template_with_alphafold_3,0.83987403,0.823
7AMV,structure_temp_dimer_1,0.83907348,0.884
7AMV,sequence_based_template_3,0.83833432,0.875
7AMV,sequence_based_template_4,0.83824635,0.88
7AMV,structure_temp_dimer_4,0.83613169,0.886
7AMV,sequence_based_template_0,0.83512861,0.878
7AMV,structure_temp_dimer_a_3,0.83506876,0.823
7AMV,custom_template_file_4,0.8320356,0.883
7AMV,species_interact_uniref_sto_0,0.83173615,0.873
7AMV,structure_temp_dimer_0,0.83095574,0.886
7AMV,structure_temp_dimer_2,0.82936275,0.888
7AMV,pdb_interact_uniprot_sto_4,0.8289125,0.87
7AMV,custom_template_file_2,0.82871509,0.879
7AMV,custom_template_with_alphafold_models_3,0.8286553,0.823
7AMV,species_interact_uniprot_sto_2,0.82790089,0.868
7AMV,custom_template_file_1,0.82449198,0.879
7AMV,ori_template_pipeline_4,0.82432377,0.874
7AMV,sequence_based_template_2,0.82068229,0.877
7AMV,pdb_interact_uniprot_sto_1,0.82060623,0.869
7AMV,species_interact_uniprot_sto_3,0.81993032,0.87
7AMV,custom_template_file_3,0.81956494,0.884
7AMV,species_interact_uniref_sto_2,0.81861091,0.868
7AMV,species_interact_uniprot_sto_0,0.8173036,0.872
7AMV,default_4,0.81718886,0.871
7AMV,default_3,0.8169865,0.871
7AMV,ori_template_pipeline_1,0.81674832,0.869
7AMV,uniclust_oxmatch_a3m_0,0.81643862,0.878
7AMV,structure_temp_dimer_a_2,0.81572765,0.818
7AMV,default_2,0.81428021,0.873
7AMV,species_interact_uniref_sto_4,0.81379539,0.871
7AMV,uniclust_oxmatch_a3m_2,0.81297553,0.87
7AMV,uniclust_oxmatch_a3m_4,0.812886,0.871
7AMV,species_interact_uniref_sto_1,0.81250787,0.875
7AMV,structure_temp_dimer_a_1,0.81244463,0.809
7AMV,sequence_based_template_with_alphafold_1,0.81194681,0.809
7AMV,ori_template_pipeline_3,0.81123298,0.871
7AMV,species_interact_uniprot_sto_1,0.81093913,0.867
7AMV,default_1,0.8102324,0.873
7AMV,ori_temp_pipeline_with_alphafold_models_1,0.81016451,0.809
7AMV,uniclust_oxmatch_a3m_3,0.80939645,0.874
7AMV,pdb_interact_uniprot_sto_0,0.80822843,0.873
7AMV,species_interact_uniref_sto_3,0.80811846,0.868
7AMV,ori_temp_pipeline_with_alphafold_models_2,0.8079325,0.818
7AMV,custom_template_with_alphafold_models_1,0.80745953,0.809
7AMV,ori_template_pipeline_2,0.80703223,0.867
7AMV,uniclust_oxmatch_a3m_1,0.80679965,0.877
7AMV,custom_template_with_alphafold_models_2,0.80661756,0.818
7AMV,ori_template_pipeline_0,0.8054927,0.875
7AMV,species_interact_uniprot_sto_4,0.80480438,0.862
7AMV,sequence_based_template_with_alphafold_2,0.80293715,0.819
7AMV,default_0,0.80180222,0.876
7AMV,custom_template_with_alphafold_models_4,0.80106205,0.826
7AMV,structure_temp_dimer_a_4,0.79997844,0.826
7AMV,pdb_interact_uniprot_sto_3,0.79948306,0.868
7AMV,sequence_based_template_with_alphafold_4,0.79806525,0.826
7AMV,structure_temp_dimer_a_0,0.79727703,0.824
7AMV,no_templates_0,0.79725283,0.715
7AMV,ori_temp_pipeline_with_alphafold_models_4,0.79652023,0.826
7AMV,custom_template_with_alphafold_models_0,0.79583448,0.824
7AMV,sequence_based_template_with_alphafold_0,0.79570866,0.824
7AMV,pdb_interact_uniprot_sto_2,0.79378569,0.869
7AMV,ori_temp_pipeline_with_alphafold_models_0,0.79232389,0.824
7AMV,no_templates_2,0.78699046,0.64
7AMV,no_templates_3,0.78366768,0.67
7AMV,no_templates_4,0.7095111,0.556
7AMV,no_templates_1,0.68287903,0.546
