Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

7KBR hit rate =  10/10/10

7KBR,custom_template_file_4,0.93573451,0.972
7KBR,custom_template_file_2,0.93155777,0.974
7KBR,custom_template_file_0,0.93089712,0.974
7KBR,custom_template_file_3,0.92969322,0.973
7KBR,uniprot_distance_uniprot_sto_2,0.92932153,0.87
7KBR,structure_temp_dimer_3,0.92804211,0.91
7KBR,no_templates_1,0.92761737,0.854
7KBR,custom_template_file_1,0.92753369,0.971
7KBR,no_templates_4,0.92509419,0.804
7KBR,no_templates_2,0.92424941,0.822
