TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7YQX,fold_7yqx_3_model_2,0.16842823,0.462
7YQX,fold_7yqx_5_model_1,0.13530035,0.443
7YQX,fold_7yqx_4_model_1,0.12134192,0.415
7YQX,fold_7yqx_4_model_4,0.12114647,0.452
7YQX,fold_7yqx_5_model_3,0.11607384,0.468
7YQX,fold_7yqx_3_model_0,0.11440959,0.458
7YQX,fold_7yqx_4_model_2,0.11345723,0.398
7YQX,fold_7yqx_1_model_3,0.11121529,0.444
7YQX,fold_7yqx_5_model_2,0.10539959,0.446
7YQX,fold_7yqx_2_model_3,0.09902297,0.4
7YQX,fold_7yqx_4_model_3,0.09852722,0.454
7YQX,fold_7yqx_5_model_4,0.09471367,0.449
7YQX,fold_7yqx_2_model_1,0.09076451,0.454
7YQX,fold_7yqx_4_model_0,0.08629745,0.444
7YQX,fold_7yqx_2_model_4,0.08584764,0.451
7YQX,fold_7yqx_1_model_0,0.07763217,0.424
7YQX,fold_7yqx_1_model_2,0.07651414,0.442
7YQX,fold_7yqx_5_model_0,0.07195395,0.405
7YQX,fold_7yqx_1_model_4,0.06844731,0.428
7YQX,fold_7yqx_1_model_1,0.0679327,0.418
7YQX,fold_7yqx_3_model_3,0.05835619,0.449
7YQX,fold_7yqx_2_model_2,0.05747278,0.449
7YQX,fold_7yqx_3_model_1,0.05492885,0.441
7YQX,fold_7yqx_2_model_0,0.04796838,0.408
7YQX,fold_7yqx_3_model_4,0.04755126,0.456
