TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7TEE,fold_7tee_5_model_4,0.44820556,0.502
7TEE,fold_7tee_4_model_3,0.44817013,0.566
7TEE,fold_7tee_5_model_0,0.44805148,0.422
7TEE,fold_7tee_2_model_4,0.4480224,0.577
7TEE,fold_7tee_4_model_4,0.44791532,0.519
7TEE,fold_7tee_2_model_0,0.44790149,0.424
7TEE,fold_7tee_4_model_1,0.44786364,0.415
7TEE,fold_7tee_3_model_1,0.44785959,0.533
7TEE,fold_7tee_2_model_3,0.44779393,0.405
7TEE,fold_7tee_3_model_2,0.44774881,0.542
7TEE,fold_7tee_3_model_3,0.44773802,0.531
7TEE,fold_7tee_1_model_2,0.44771668,0.415
7TEE,fold_7tee_2_model_1,0.44768411,0.419
7TEE,fold_7tee_3_model_0,0.44766125,0.509
7TEE,fold_7tee_5_model_1,0.44765687,0.412
7TEE,fold_7tee_1_model_1,0.44761717,0.424
7TEE,fold_7tee_2_model_2,0.44757256,0.414
7TEE,fold_7tee_5_model_3,0.44755101,0.493
7TEE,fold_7tee_1_model_0,0.44748202,0.42
7TEE,fold_7tee_4_model_0,0.44744521,0.417
7TEE,fold_7tee_4_model_2,0.44712687,0.411
7TEE,fold_7tee_1_model_3,0.44635886,0.408
7TEE,fold_7tee_3_model_4,0.44624883,0.488
7TEE,fold_7tee_1_model_4,0.44617057,0.537
7TEE,fold_7tee_5_model_2,0.44543308,0.406
