MODEL,PRED_DOCKQ
fold_7s0e_2_model_4,0.67346525
fold_7s0e_4_model_3,0.64420915
fold_7s0e_3_model_4,0.6160818
fold_7s0e_3_model_3,0.5465968
fold_7s0e_5_model_0,0.47322416
fold_7s0e_1_model_4,0.46268788
fold_7s0e_1_model_0,0.46206275
fold_7s0e_2_model_3,0.38631943
fold_7s0e_5_model_2,0.31823024
fold_7s0e_4_model_4,0.31290025
fold_7s0e_4_model_2,0.30856538
fold_7s0e_2_model_2,0.30380574
fold_7s0e_1_model_2,0.30129126
fold_7s0e_3_model_1,0.2539935
fold_7s0e_3_model_2,0.24325788
fold_7s0e_4_model_0,0.24118033
fold_7s0e_2_model_1,0.24052478
fold_7s0e_3_model_0,0.20526838
fold_7s0e_5_model_1,0.20437092
fold_7s0e_5_model_4,0.19839929
fold_7s0e_4_model_1,0.1844253
fold_7s0e_1_model_1,0.15636547
fold_7s0e_2_model_0,0.13466649
fold_7s0e_5_model_3,0.11534416
fold_7s0e_1_model_3,0.06453296
