epoch,step,train_mse,tuning_dockq_mae,tuning_hit_rate_023,tuning_rank_regret,tuning_rank_spearman,val_loss,val_pearson_corr,val_rank_regret,val_rank_spearman,val_spearman_corr
257,4134,,0.14144347608089447,0.6884058117866516,0.05237504467368126,0.2377859652042389,0.0574662908911705,0.8075788021087646,0.03362634405493736,0.5,0.7815457582473755
257,4134,0.03439546748995781,,,,,,,,,
258,4157,,0.13211478292942047,0.6893720030784607,0.05543007329106331,0.22524741291999817,0.04281172156333923,0.83951735496521,0.0053418660536408424,0.5555555820465088,0.7766832113265991
258,4157,0.04107832536101341,,,,,,,,,
259,4180,,0.1336565464735031,0.690338134765625,0.05681797116994858,0.20710749924182892,0.04177265986800194,0.8393239974975586,0.0053418660536408424,0.5,0.7855029106140137
259,4180,0.03928583487868309,,,,,,,,,
260,4203,,0.13880836963653564,0.690338134765625,0.045026861131191254,0.2945862412452698,0.060677025467157364,0.7828500270843506,0.0025214406196027994,0.5555555820465088,0.7796007394790649
260,4203,0.04223078116774559,,,,,,,,,
261,4226,,0.1316845566034317,0.6908212304115295,0.04593488201498985,0.2911471426486969,0.04329294711351395,0.8333794474601746,0.0053418660536408424,0.4444444477558136,0.7872970104217529
261,4226,0.03875672444701195,,,,,,,,,
262,4249,,0.12147455662488937,0.6913043260574341,0.05008033290505409,0.2827470302581787,0.041794177144765854,0.8386773467063904,0.0053418660536408424,0.4444444477558136,0.7899462580680847
262,4249,0.03198957070708275,,,,,,,,,
263,4272,,0.14418815076351166,0.6908212304115295,0.05072179436683655,0.29585596919059753,0.05428164824843407,0.8024702072143555,0.005166269838809967,0.7222222089767456,0.7959825396537781
263,4272,0.03929441049695015,,,,,,,,,
264,4295,,0.12529854476451874,0.6908212304115295,0.04600796476006508,0.28118523955345154,0.04373391717672348,0.8330528736114502,0.004877402912825346,0.5,0.7851675748825073
264,4295,0.032974887639284134,,,,,,,,,
265,4318,,0.12391559779644012,0.6908212304115295,0.05014796555042267,0.27362576127052307,0.04346618056297302,0.833573579788208,0.0053418660536408424,0.4444444477558136,0.7918577194213867
265,4318,0.052766211330890656,,,,,,,,,
266,4341,,0.1292906105518341,0.690338134765625,0.05014863610267639,0.2652941942214966,0.05381261557340622,0.8047356009483337,0.0025214406196027994,0.5555555820465088,0.7790642380714417
266,4341,0.03448304161429405,,,,,,,,,
267,4364,,0.1273350864648819,0.6908212304115295,0.0522807277739048,0.2756107747554779,0.05478404834866524,0.8014711141586304,0.0053418660536408424,0.5,0.78339022397995
267,4364,0.03521193936467171,,,,,,,,,
268,4387,,0.12642592191696167,0.6908212304115295,0.05208999291062355,0.28490781784057617,0.052330680191516876,0.8066374659538269,0.0053418660536408424,0.4444444477558136,0.7904660701751709
268,4387,0.04301733151078224,,,,,,,,,
269,4410,,0.11893530935049057,0.6908212304115295,0.05243781954050064,0.25370627641677856,0.045489002019166946,0.8267425298690796,0.0053418660536408424,0.4444444477558136,0.7935177087783813
269,4410,0.03120562806725502,,,,,,,,,
270,4433,,0.11633265018463135,0.6913043260574341,0.052147962152957916,0.2728709876537323,0.04548471048474312,0.8280573487281799,0.0053418660536408424,0.4444444477558136,0.7937524914741516
270,4433,0.01709301397204399,,,,,,,,,
271,4456,,0.11749931424856186,0.6908212304115295,0.049655258655548096,0.2436184287071228,0.04233982786536217,0.8376456499099731,0.03362634405493736,0.3888888955116272,0.784664511680603
271,4456,0.02632802538573742,,,,,,,,,
