epoch,step,train_mse,tuning_dockq_mae,tuning_hit_rate_023,tuning_rank_regret,tuning_rank_spearman,val_loss,val_pearson_corr,val_rank_regret,val_rank_spearman,val_spearman_corr
0,22,,0.36402368545532227,0.6743961572647095,0.15477411448955536,-0.14140142500400543,0.14278486371040344,0.2912761867046356,0.1900038719177246,-0.2777777910232544,0.3566626012325287
0,22,0.15024986863136292,,,,,,,,,
1,45,,0.36165791749954224,0.6772946715354919,0.13096928596496582,-0.014133480377495289,0.13965605199337006,0.3854263424873352,0.10149504244327545,-0.0555555559694767,0.45434653759002686
1,45,0.14976848661899567,,,,,,,,,
2,68,,0.3550397455692291,0.678260862827301,0.11767949163913727,0.04419529065489769,0.13602180778980255,0.4126984775066376,0.10131944715976715,0.1666666716337204,0.4488803446292877
2,68,0.14552806317806244,,,,,,,,,
3,91,,0.31584280729293823,0.6806763410568237,0.11055771261453629,0.012755016796290874,0.11538714915513992,0.501521110534668,0.03310394659638405,0.6111111044883728,0.4848800003528595
3,91,0.13668131828308105,,,,,,,,,
4,114,,0.2945544123649597,0.6826087236404419,0.10822658985853195,0.019723976030945778,0.10560238361358643,0.5349021553993225,0.02874894253909588,0.7222222089767456,0.5229420065879822
4,114,0.11984087526798248,,,,,,,,,
5,137,,0.2637594938278198,0.6816425323486328,0.09769170731306076,-0.015579027123749256,0.11322984844446182,0.5422418117523193,0.02874894253909588,0.7222222089767456,0.5527041554450989
5,137,0.11182037740945816,,,,,,,,,
6,160,,0.2769073247909546,0.6826087236404419,0.10974876582622528,-0.03184712678194046,0.09777747094631195,0.5728089213371277,0.02874894253909588,0.7222222089767456,0.5611381530761719
6,160,0.10118740797042847,,,,,,,,,
7,183,,0.24895736575126648,0.6826087236404419,0.11007963865995407,-0.003451370866969228,0.09804809093475342,0.5885218381881714,0.02874894253909588,0.7222222089767456,0.5783582925796509
7,183,0.10561427474021912,,,,,,,,,
8,206,,0.254163920879364,0.6821256279945374,0.10484005510807037,-0.021589387208223343,0.09216954559087753,0.6177562475204468,0.034804005175828934,0.5,0.6127650141716003
8,206,0.1076127141714096,,,,,,,,,
9,229,,0.26244306564331055,0.6816425323486328,0.10260047018527985,0.042846716940402985,0.0884714275598526,0.6219857931137085,0.034804005175828934,0.5,0.6104007959365845
9,229,0.11259876936674118,,,,,,,,,
10,252,,0.2460797131061554,0.6816425323486328,0.09367602318525314,0.08022064715623856,0.08696062117815018,0.6195573806762695,0.02874894253909588,0.7777777910232544,0.6015644073486328
10,252,0.09410984814167023,,,,,,,,,
11,275,,0.2801067531108856,0.6816425323486328,0.1035141870379448,0.024666449055075645,0.10458087921142578,0.5722000598907471,0.03063032403588295,0.7222222089767456,0.6015979051589966
11,275,0.09055936336517334,,,,,,,,,
12,298,,0.2794404625892639,0.6830917596817017,0.10103753209114075,-0.004946254193782806,0.10523224622011185,0.568986177444458,0.03063032403588295,0.7222222089767456,0.6012961268424988
12,298,0.11746609956026077,,,,,,,,,
13,321,,0.24377666413784027,0.6816425323486328,0.09417206048965454,0.04269363731145859,0.09048779308795929,0.5989508032798767,0.03156936913728714,0.6666666865348816,0.5769162774085999
13,321,0.09209093451499939,,,,,,,,,
14,344,,0.25114163756370544,0.6816425323486328,0.09471312165260315,0.03230768069624901,0.08949387818574905,0.6088865399360657,0.03156936913728714,0.6666666865348816,0.5885528922080994
14,344,0.10728952288627625,,,,,,,,,
15,367,,0.2310085892677307,0.6835748553276062,0.10183696448802948,0.011502786539494991,0.08467445522546768,0.6352752447128296,0.03063032403588295,0.7222222089767456,0.6188851594924927
15,367,0.09111187607049942,,,,,,,,,
16,390,,0.2397332638502121,0.6821256279945374,0.08809787780046463,0.10323458909988403,0.09056899696588516,0.6370535492897034,0.03080591931939125,0.4444444477558136,0.6209307312965393
16,390,0.10655800253152847,,,,,,,,,
17,413,,0.247818723320961,0.6821256279945374,0.10023187845945358,0.07752607017755508,0.08656150847673416,0.6317569613456726,0.03080591931939125,0.4444444477558136,0.6256759166717529
17,413,0.09133867174386978,,,,,,,,,
18,436,,0.24450059235095978,0.6835748553276062,0.10305645316839218,0.008027116768062115,0.10146555304527283,0.621629536151886,0.03458143398165703,0.2222222238779068,0.6108368039131165
18,436,0.08904001861810684,,,,,,,,,
19,459,,0.23461328446865082,0.6835748553276062,0.08961105346679688,0.03909536451101303,0.0959177017211914,0.6065325140953064,0.03345074877142906,0.6666666865348816,0.5931471586227417
19,459,0.08824370801448822,,,,,,,,,
20,482,,0.22801871597766876,0.6850241422653198,0.0916406437754631,0.06558801978826523,0.09430355578660965,0.6280174851417542,0.03156936913728714,0.7222222089767456,0.6221547722816467
20,482,0.08304478228092194,,,,,,,,,
21,505,,0.22625283896923065,0.6845410466194153,0.10827004909515381,-0.07599007338285446,0.09482410550117493,0.641411542892456,0.03156936913728714,0.7222222089767456,0.6283419728279114
21,505,0.09220286458730698,,,,,,,,,
22,528,,0.24981562793254852,0.6850241422653198,0.08971108496189117,0.07467900216579437,0.08434576541185379,0.6370245218276978,0.03156936913728714,0.7222222089767456,0.6328859329223633
22,528,0.10357314348220825,,,,,,,,,
23,551,,0.25060001015663147,0.6830917596817017,0.11273109912872314,-0.04175543785095215,0.08440159261226654,0.6371303796768188,0.03156936913728714,0.7222222089767456,0.6171581149101257
23,551,0.08933877944946289,,,,,,,,,
24,574,,0.23697571456432343,0.6845410466194153,0.11718371510505676,-0.06368172913789749,0.08331488072872162,0.6445145010948181,0.03156936913728714,0.7222222089767456,0.626212477684021
24,574,0.0921545997262001,,,,,,,,,
