Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

6B0S hit rate =  10/10/0

6B0S,model_5_multimer_20220423_221403,0.40598696,0.567
6B0S,model_2_multimer_20220423_293181,0.40576684,0.562
6B0S,model_4_multimer_20220423_536048,0.40572596,0.558
6B0S,model_3_multimer_20220423_221403,0.4056153,0.599
6B0S,model_5_multimer_20220423_536048,0.40558603,0.565
6B0S,model_3_multimer_20220423_536048,0.40556076,0.574
6B0S,model_4_multimer_20220423_293181,0.40544993,0.568
6B0S,model_4_multimer_20220423_221403,0.40543488,0.571
6B0S,model_3_multimer_20220423_342393,0.40542316,0.589
6B0S,model_3_multimer_20220423_293181,0.40542024,0.635
