Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

3WD5 hit rate =  2/2/0

3WD5,model_5_multimer_20220423_748853,0.37309286,0.725
3WD5,model_5_multimer_20220423_528879,0.37225953,0.736
3WD5,model_3_multimer_20220423_662178,0.37088516,0.07
3WD5,model_1_multimer_20220423_748853,0.37057191,0.069
3WD5,model_4_multimer_20220423_477418,0.37042621,0.027
3WD5,model_2_multimer_20220423_477418,0.37016225,0.053
3WD5,model_2_multimer_20220423_528879,0.36988091,0.096
3WD5,model_1_multimer_20220423_662178,0.36984491,0.214
3WD5,ranked_3,0.36972347,0.099
3WD5,model_2_multimer_20220423_110354,0.36972347,0.099
