TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7SJO,fold_7sjo_3_model_3,0.5223878,0.579
7SJO,fold_7sjo_5_model_2,0.51357347,0.575
7SJO,fold_7sjo_5_model_1,0.49598545,0.57
7SJO,fold_7sjo_1_model_1,0.46908182,0.567
7SJO,fold_7sjo_4_model_3,0.46208155,0.551
7SJO,fold_7sjo_2_model_3,0.42325851,0.59
7SJO,fold_7sjo_2_model_0,0.4186213,0.598
7SJO,fold_7sjo_3_model_2,0.40859964,0.569
7SJO,fold_7sjo_5_model_0,0.40146539,0.57
7SJO,fold_7sjo_1_model_0,0.39470282,0.573
7SJO,fold_7sjo_4_model_2,0.35676748,0.586
7SJO,fold_7sjo_3_model_4,0.34344125,0.577
7SJO,fold_7sjo_4_model_0,0.32597768,0.616
7SJO,fold_7sjo_2_model_4,0.32110167,0.559
7SJO,fold_7sjo_1_model_2,0.30248022,0.571
7SJO,fold_7sjo_1_model_4,0.2980608,0.569
7SJO,fold_7sjo_5_model_4,0.2591624,0.571
7SJO,fold_7sjo_1_model_3,0.23611359,0.574
7SJO,fold_7sjo_2_model_2,0.23189969,0.619
7SJO,fold_7sjo_3_model_1,0.23089966,0.571
7SJO,fold_7sjo_4_model_4,0.22097684,0.562
7SJO,fold_7sjo_2_model_1,0.21899398,0.598
7SJO,fold_7sjo_5_model_3,0.21205857,0.566
7SJO,fold_7sjo_4_model_1,0.20972921,0.62
7SJO,fold_7sjo_3_model_0,0.16125239,0.571
