epoch,step,train_mse,tuning_dockq_mae,tuning_hit_rate_023,tuning_rank_regret,tuning_rank_spearman,val_loss,val_pearson_corr,val_rank_regret,val_rank_spearman,val_spearman_corr
0,22,,0.36499467492103577,0.6758453845977783,0.16803757846355438,-0.21001261472702026,0.1450025737285614,-0.2808210551738739,0.19437286257743835,-0.2777777910232544,-0.1049639955163002
0,22,0.14204105734825134,,,,,,,,,
1,45,,0.3629699945449829,0.6714975833892822,0.1779889613389969,-0.2224421501159668,0.1409737765789032,-0.1913255900144577,0.26353275775909424,-0.3888888955116272,-0.10918937623500824
1,45,0.14830288290977478,,,,,,,,,
2,68,,0.3637491762638092,0.6719806790351868,0.15670014917850494,-0.16204120218753815,0.14203903079032898,0.2836761474609375,0.2317657321691513,-0.3888888955116272,0.30248409509658813
2,68,0.15373177826404572,,,,,,,,,
3,91,,0.3625308573246002,0.6719806790351868,0.15573309361934662,-0.1603640913963318,0.1403237134218216,0.2636392116546631,0.2317657321691513,-0.3888888955116272,0.2953244149684906
3,91,0.14308397471904755,,,,,,,,,
4,114,,0.3596342206001282,0.6724637746810913,0.11712681502103806,0.054412275552749634,0.13826417922973633,0.4448119103908539,0.2317657321691513,-0.2777777910232544,0.48689207434654236
4,114,0.13898490369319916,,,,,,,,,
5,137,,0.35621124505996704,0.6714975833892822,0.12778037786483765,0.03257165104150772,0.13835544884204865,0.42376551032066345,0.2317657321691513,-0.3888888955116272,0.46791136264801025
5,137,0.1419088989496231,,,,,,,,,
6,160,,0.33811163902282715,0.6729468703269958,0.10312040150165558,0.15968909859657288,0.12674620747566223,0.4003734588623047,0.2317657321691513,-0.3333333432674408,0.49123483896255493
6,160,0.14121323823928833,,,,,,,,,
7,183,,0.29911401867866516,0.6724637746810913,0.12324033677577972,0.05525775998830795,0.1162351444363594,0.4594256579875946,0.14407053589820862,-0.3333333432674408,0.5084381699562073
7,183,0.1260291188955307,,,,,,,,,
8,206,,0.3028925359249115,0.6719806790351868,0.11350034922361374,0.10803329199552536,0.12047906219959259,0.4127722680568695,0.13989685475826263,-0.1111111119389534,0.4645914137363434
8,206,0.12046022713184357,,,,,,,,,
9,229,,0.3056222200393677,0.6705313920974731,0.10754527151584625,0.12841016054153442,0.11675416678190231,0.4405350387096405,0.14325690269470215,-0.1111111119389534,0.5233779549598694
9,229,0.11714745312929153,,,,,,,,,
10,252,,0.24556200206279755,0.6724637746810913,0.10774632543325424,0.09378283470869064,0.10775256901979446,0.5034672021865845,0.14743058383464813,-0.3333333432674408,0.5368757247924805
10,252,0.10219976305961609,,,,,,,,,
11,275,,0.2797224819660187,0.6734299659729004,0.10329137742519379,0.06439993530511856,0.10180843621492386,0.5362513065338135,0.16864579916000366,-0.2777777910232544,0.5538275837898254
11,275,0.10567225515842438,,,,,,,,,
