Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

7SBG hit rate =  10/7/0

7SBG,fold_7sbg_4_model_2,0.33358109,0.645
7SBG,fold_7sbg_4_model_0,0.33333829,0.659
7SBG,fold_7sbg_2_model_1,0.33252224,0.447
7SBG,fold_7sbg_2_model_4,0.33245546,0.478
7SBG,fold_7sbg_1_model_3,0.33195016,0.419
7SBG,fold_7sbg_5_model_1,0.3318412,0.684
7SBG,fold_7sbg_5_model_3,0.33182421,0.635
7SBG,fold_7sbg_4_model_3,0.3308793,0.684
7SBG,fold_7sbg_5_model_2,0.3304525,0.642
7SBG,fold_7sbg_5_model_4,0.33029482,0.646
