TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
5KOV,ranked_4,0.32873473,0.19
5KOV,model_2_multimer_20220423_842283,0.32873473,0.19
5KOV,model_2_multimer_20220423_018234,0.32853299,0.179
5KOV,model_3_multimer_20220423_920758,0.32836723,0.27
5KOV,model_3_multimer_20220423_066513,0.3283388,0.189
5KOV,model_1_multimer_20220423_338795,0.32820672,0.21
5KOV,model_1_multimer_20220423_920758,0.32815751,0.184
5KOV,model_2_multimer_20220423_338795,0.32815605,0.185
5KOV,ranked_2,0.32813695,0.205
5KOV,model_3_multimer_20220423_842283,0.32813695,0.205
5KOV,model_4_multimer_20220423_338795,0.3280881,0.18
5KOV,model_4_multimer_20220423_018234,0.32808051,0.254
5KOV,ranked_3,0.32797202,0.179
5KOV,model_4_multimer_20220423_842283,0.32797202,0.179
5KOV,model_2_multimer_20220423_066513,0.32796013,0.185
5KOV,model_5_multimer_20220423_920758,0.32792532,0.186
5KOV,model_4_multimer_20220423_920758,0.32791811,0.19
5KOV,model_3_multimer_20220423_018234,0.32781178,0.216
5KOV,model_3_multimer_20220423_338795,0.3277837,0.186
5KOV,model_4_multimer_20220423_066513,0.32778132,0.175
5KOV,model_1_multimer_20220423_018234,0.32767761,0.186
5KOV,ranked_1,0.32762849,0.18
5KOV,model_1_multimer_20220423_842283,0.32762849,0.18
5KOV,model_5_multimer_20220423_066513,0.32750574,0.187
5KOV,model_2_multimer_20220423_920758,0.32746691,0.193
5KOV,model_5_multimer_20220423_338795,0.3270601,0.188
5KOV,model_1_multimer_20220423_066513,0.32701692,0.192
5KOV,model_5_multimer_20220423_842283,0.32695711,0.183
5KOV,ranked_0,0.32695711,0.183
5KOV,model_5_multimer_20220423_018234,0.3268449,0.2
