TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7AOH,uniclust_oxmatch_a3m_2,0.39926741,0.91
7AOH,uniclust_oxmatch_a3m_0,0.39902741,0.921
7AOH,species_interact_uniprot_sto_3,0.39896592,0.905
7AOH,structure_temp_dimer_4,0.39883006,0.926
7AOH,custom_template_file_4,0.39871493,0.931
7AOH,structure_temp_dimer_3,0.39839324,0.924
7AOH,species_interact_uniref_sto_1,0.39836943,0.917
7AOH,default_4,0.39831981,0.901
7AOH,ori_template_pipeline_3,0.39829639,0.905
7AOH,default_2,0.39827695,0.899
7AOH,uniclust_oxmatch_a3m_1,0.39824691,0.919
7AOH,custom_template_with_alphafold_models_0,0.39822543,0.747
7AOH,species_interact_uniprot_sto_2,0.39822444,0.902
7AOH,custom_template_file_1,0.39820117,0.928
7AOH,structure_temp_dimer_0,0.39814946,0.928
7AOH,custom_template_file_3,0.39814848,0.923
7AOH,ori_template_pipeline_1,0.39811844,0.91
7AOH,sequence_based_template_0,0.3981092,0.905
7AOH,uniprot_distance_uniprot_sto_2,0.39808878,0.889
7AOH,structure_temp_dimer_1,0.39807615,0.936
7AOH,structure_temp_dimer_a_0,0.39806506,0.747
7AOH,custom_template_with_alphafold_models_1,0.39806274,0.701
7AOH,ori_template_pipeline_0,0.39804268,0.895
7AOH,sequence_based_template_with_alphafold_1,0.39802906,0.701
7AOH,ori_temp_pipeline_with_alphafold_models_1,0.39802545,0.701
7AOH,sequence_based_template_with_alphafold_0,0.39802381,0.747
7AOH,custom_template_with_alphafold_models_4,0.39800972,0.676
7AOH,structure_temp_dimer_a_1,0.39800742,0.701
7AOH,ori_temp_pipeline_with_alphafold_models_0,0.39798754,0.747
7AOH,uniprot_distance_uniref_sto_2,0.39797449,0.904
7AOH,species_interact_uniref_sto_3,0.39795908,0.901
7AOH,uniprot_distance_uniprot_sto_1,0.39794201,0.891
7AOH,default_0,0.39791074,0.915
7AOH,structure_temp_dimer_a_4,0.39790586,0.676
7AOH,species_interact_uniref_a3m_2,0.39789996,0.875
7AOH,pdb_interact_uniprot_sto_4,0.39788932,0.868
7AOH,ori_template_pipeline_2,0.3978869,0.904
7AOH,ori_template_pipeline_4,0.39787716,0.887
7AOH,sequence_based_template_with_alphafold_4,0.39781824,0.676
7AOH,species_interact_uniprot_sto_4,0.39780667,0.89
7AOH,ori_temp_pipeline_with_alphafold_models_4,0.3977927,0.676
7AOH,pdb_interact_uniref_sto_0,0.39778119,0.901
7AOH,custom_template_file_2,0.39775729,0.925
7AOH,species_interact_uniprot_sto_0,0.39772013,0.897
7AOH,uniprot_distance_uniprot_sto_0,0.39768159,0.89
7AOH,species_interact_uniprot_sto_1,0.39768085,0.886
7AOH,species_interact_uniref_sto_2,0.397679,0.896
7AOH,default_3,0.39763793,0.915
7AOH,custom_template_file_0,0.397634,0.933
7AOH,pdb_interact_uniref_sto_2,0.39762256,0.907
7AOH,species_interact_uniref_sto_0,0.39761636,0.903
7AOH,uniprot_distance_uniprot_sto_4,0.39761358,0.878
7AOH,uniprot_distance_uniprot_sto_3,0.3975803,0.903
7AOH,pdb_interact_uniprot_sto_3,0.39757589,0.875
7AOH,uniprot_distance_uniref_sto_1,0.39755842,0.889
7AOH,uniclust_oxmatch_a3m_3,0.39748818,0.897
7AOH,uniprot_distance_uniref_sto_3,0.39738032,0.923
7AOH,species_interact_uniref_sto_4,0.39736271,0.889
7AOH,uniprot_distance_uniref_sto_4,0.39733845,0.907
7AOH,sequence_based_template_3,0.39733702,0.901
7AOH,pdb_interact_uniref_sto_4,0.39733425,0.903
7AOH,pdb_interact_uniref_sto_1,0.39731848,0.886
7AOH,pdb_interact_uniprot_sto_1,0.39728546,0.89
7AOH,species_interact_uniref_a3m_3,0.39728463,0.835
7AOH,sequence_based_template_4,0.3972702,0.878
7AOH,custom_template_with_alphafold_models_3,0.39726532,0.699
7AOH,pdb_interact_uniprot_sto_0,0.39722151,0.887
7AOH,structure_temp_dimer_a_3,0.39720714,0.699
7AOH,sequence_based_template_1,0.39719084,0.9
7AOH,ori_temp_pipeline_with_alphafold_models_3,0.39718479,0.699
7AOH,sequence_based_template_with_alphafold_3,0.39718142,0.699
7AOH,species_interact_uniref_a3m_0,0.39715362,0.907
7AOH,sequence_based_template_2,0.39710838,0.87
7AOH,uniprot_distance_uniref_sto_0,0.39708129,0.897
7AOH,pdb_interact_uniref_sto_3,0.39701509,0.89
7AOH,structure_temp_dimer_2,0.39691311,0.93
7AOH,pdb_interact_uniprot_sto_2,0.39689577,0.873
7AOH,default_1,0.39675537,0.889
7AOH,species_interact_uniref_a3m_4,0.39673501,0.008
7AOH,structure_temp_dimer_a_2,0.39617208,0.716
7AOH,uniclust_oxmatch_a3m_4,0.39614919,0.857
7AOH,no_templates_3,0.39610189,0.582
7AOH,sequence_based_template_with_alphafold_2,0.39603001,0.716
7AOH,ori_temp_pipeline_with_alphafold_models_2,0.39602986,0.716
7AOH,custom_template_with_alphafold_models_2,0.39601603,0.716
7AOH,no_templates_2,0.3956421,0.649
7AOH,species_interact_uniref_a3m_1,0.39556822,0.897
7AOH,no_templates_1,0.39478382,0.615
7AOH,no_templates_4,0.39421359,0.472
7AOH,no_templates_0,0.39340729,0.59
