TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7UED,fold_7ued_1_model_3,0.44560444,0.751
7UED,fold_7ued_5_model_3,0.44542709,0.756
7UED,fold_7ued_1_model_1,0.4453944,0.778
7UED,fold_7ued_3_model_1,0.44536972,0.776
7UED,fold_7ued_1_model_0,0.44535121,0.762
7UED,fold_7ued_5_model_4,0.44532067,0.768
7UED,fold_7ued_3_model_2,0.44528422,0.756
7UED,fold_7ued_3_model_4,0.44526833,0.762
7UED,fold_7ued_5_model_0,0.44515166,0.762
7UED,fold_7ued_5_model_2,0.44511604,0.769
7UED,fold_7ued_3_model_0,0.44511461,0.767
7UED,fold_7ued_1_model_4,0.44511119,0.426
7UED,fold_7ued_2_model_3,0.44506535,0.759
7UED,fold_7ued_4_model_4,0.44504666,0.785
7UED,fold_7ued_5_model_1,0.44501984,0.777
7UED,fold_7ued_3_model_3,0.44494775,0.764
7UED,fold_7ued_2_model_0,0.44492534,0.765
7UED,fold_7ued_1_model_2,0.44470343,0.768
7UED,fold_7ued_2_model_1,0.44470179,0.785
7UED,fold_7ued_2_model_2,0.44463539,0.779
7UED,fold_7ued_4_model_0,0.44415414,0.764
7UED,fold_7ued_4_model_1,0.44402832,0.75
7UED,fold_7ued_4_model_2,0.44382694,0.749
7UED,fold_7ued_4_model_3,0.44374403,0.767
7UED,fold_7ued_2_model_4,0.44188794,0.74
