TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7YQX,fold_7yqx_3_model_2,0.72236919,0.462
7YQX,fold_7yqx_5_model_4,0.70661855,0.449
7YQX,fold_7yqx_5_model_3,0.54612786,0.468
7YQX,fold_7yqx_3_model_4,0.53076202,0.456
7YQX,fold_7yqx_2_model_4,0.50880998,0.451
7YQX,fold_7yqx_4_model_4,0.4827449,0.452
7YQX,fold_7yqx_4_model_3,0.4764463,0.454
7YQX,fold_7yqx_1_model_3,0.46112484,0.444
7YQX,fold_7yqx_2_model_1,0.42734125,0.454
7YQX,fold_7yqx_5_model_1,0.39941642,0.443
7YQX,fold_7yqx_2_model_2,0.37290347,0.449
7YQX,fold_7yqx_3_model_3,0.30470321,0.449
7YQX,fold_7yqx_3_model_0,0.30356357,0.458
7YQX,fold_7yqx_3_model_1,0.27215946,0.441
7YQX,fold_7yqx_4_model_0,0.2560558,0.444
7YQX,fold_7yqx_4_model_1,0.24294342,0.415
7YQX,fold_7yqx_1_model_2,0.23778072,0.442
7YQX,fold_7yqx_2_model_3,0.23335941,0.4
7YQX,fold_7yqx_4_model_2,0.20744355,0.398
7YQX,fold_7yqx_5_model_0,0.18023442,0.405
7YQX,fold_7yqx_1_model_4,0.14598963,0.428
7YQX,fold_7yqx_1_model_1,0.13756661,0.418
7YQX,fold_7yqx_2_model_0,0.12642683,0.408
7YQX,fold_7yqx_5_model_2,0.12430509,0.446
7YQX,fold_7yqx_1_model_0,0.09543628,0.424
