epoch,step,train_mse,tuning_rank_regret,tuning_rank_spearman,val_loss,val_pearson_corr,val_rank_regret,val_rank_spearman,val_spearman_corr
5,137,,0.07764463126659393,0.3273504376411438,0.1146836057305336,0.5360561013221741,0.03156936913728714,0.6666666865348816,0.5136193037033081
5,137,0.11856493353843689,,,,,,,
6,160,,0.09785907715559006,0.33369964361190796,0.12144220620393753,0.5278115272521973,0.03156936913728714,0.6666666865348816,0.5277039408683777
6,160,0.10945688933134079,,,,,,,
7,183,,0.10912977904081345,0.30689865350723267,0.10664685815572739,0.54316246509552,0.03156936913728714,0.6666666865348816,0.5278884172439575
7,183,0.11616729199886322,,,,,,,
8,206,,0.10498390346765518,0.26227107644081116,0.09927603602409363,0.558630645275116,0.03156936913728714,0.6666666865348816,0.5290620923042297
8,206,0.11591578274965286,,,,,,,
9,229,,0.0923500582575798,0.25360196828842163,0.10768479108810425,0.5724893808364868,0.03156936913728714,0.6666666865348816,0.5478248596191406
9,229,0.10657961666584015,,,,,,,
10,252,,0.09121287614107132,0.3023809492588043,0.10516679286956787,0.56719970703125,0.03156936913728714,0.6666666865348816,0.5404639840126038
10,252,0.09443306177854538,,,,,,,
11,275,,0.09869683533906937,0.1943223476409912,0.12871544063091278,0.5614811182022095,0.02874894253909588,0.7222222089767456,0.5507256388664246
11,275,0.08672399818897247,,,,,,,
12,298,,0.09564351290464401,0.23131868243217468,0.0955759659409523,0.5942864418029785,0.02874894253909588,0.7222222089767456,0.5702764391899109
12,298,0.09026195108890533,,,,,,,
13,321,,0.10040963441133499,0.17710623145103455,0.09465634077787399,0.5856703519821167,0.03156936913728714,0.7222222089767456,0.5600818395614624
13,321,0.1066252812743187,,,,,,,
14,344,,0.11877173185348511,0.22338217496871948,0.09691452980041504,0.5669200420379639,0.03156936913728714,0.7222222089767456,0.5421239137649536
14,344,0.10343507677316666,,,,,,,
15,367,,0.10031868517398834,0.20702075958251953,0.09311134368181229,0.5872820019721985,0.03156936913728714,0.7222222089767456,0.5595452785491943
15,367,0.09122487157583237,,,,,,,
16,390,,0.0940510556101799,0.30781441926956177,0.12368253618478775,0.5595620274543762,0.02874894253909588,0.7222222089767456,0.5715674757957458
16,390,0.09363923966884613,,,,,,,
17,413,,0.08626855164766312,0.29389500617980957,0.10314290970563889,0.5626594424247742,0.03156936913728714,0.7222222089767456,0.5489147305488586
17,413,0.12583303451538086,,,,,,,
18,436,,0.10001080483198166,0.27411478757858276,0.09289684146642685,0.5886406898498535,0.03156936913728714,0.7222222089767456,0.5636029839515686
18,436,0.09529130905866623,,,,,,,
19,459,,0.11370930075645447,0.2617216110229492,0.09940581768751144,0.5647587180137634,0.03156936913728714,0.5555555820465088,0.5468020439147949
19,459,0.101454958319664,,,,,,,
20,482,,0.09110918641090393,0.2171550691127777,0.09172478318214417,0.6265831589698792,0.02874894253909588,0.7222222089767456,0.5868090987205505
20,482,0.08894464373588562,,,,,,,
21,505,,0.09637728333473206,0.15042735636234283,0.10300789773464203,0.5965503454208374,0.03310394659638405,0.6111111044883728,0.5842772126197815
21,505,0.10538098216056824,,,,,,,
22,528,,0.10213603079319,0.1397435963153839,0.09495522826910019,0.5863946676254272,0.02874894253909588,0.7222222089767456,0.5718693137168884
22,528,0.10141761600971222,,,,,,,
23,551,,0.07545488327741623,0.23144078254699707,0.11581877619028091,0.5693503022193909,0.03156936913728714,0.7222222089767456,0.5441527962684631
23,551,0.09480990469455719,,,,,,,
24,574,,0.08014971762895584,0.18998779356479645,0.11219190061092377,0.5623185038566589,0.006180476862937212,0.7777777910232544,0.5444713830947876
24,574,0.08898340910673141,,,,,,,
25,597,,0.07936303317546844,0.24786324799060822,0.11244496703147888,0.5684471130371094,0.02874894253909588,0.7777777910232544,0.568381667137146
25,597,0.07998408377170563,,,,,,,
26,620,,0.07328568398952484,0.26855921745300293,0.09373219311237335,0.6254248023033142,0.02892453968524933,0.6111111044883728,0.6096463203430176
26,620,0.09674537926912308,,,,,,,
27,643,,0.07425578683614731,0.30708181858062744,0.09217023104429245,0.6141451001167297,0.02892453968524933,0.5555555820465088,0.5850652456283569
27,643,0.10170277208089828,,,,,,,
28,666,,0.07813757658004761,0.32087913155555725,0.10450748354196548,0.5999483466148376,0.02892453968524933,0.5,0.6015811562538147
28,666,0.0855693370103836,,,,,,,
29,689,,0.07463779300451279,0.29236873984336853,0.08664269000291824,0.6201754808425903,0.02892453968524933,0.5,0.6110882759094238
29,689,0.09287995100021362,,,,,,,
30,712,,0.07442109286785126,0.30103784799575806,0.08919869363307953,0.6179572343826294,0.02892453968524933,0.5,0.6102163791656494
30,712,0.08430025726556778,,,,,,,
31,713,,0.09785907715559006,0.33369964361190796,0.12144220620393753,0.5278115272521973,0.03156936913728714,0.6666666865348816,0.5277039408683777
