MODEL,PRED_DOCKQ
fold_7sbg_4_model_2,0.36285976
fold_7sbg_4_model_0,0.36168206
fold_7sbg_2_model_4,0.3611815
fold_7sbg_5_model_3,0.36086118
fold_7sbg_2_model_1,0.36050355
fold_7sbg_4_model_3,0.36017963
fold_7sbg_1_model_3,0.35991833
fold_7sbg_5_model_1,0.35991451
fold_7sbg_5_model_4,0.35982645
fold_7sbg_5_model_0,0.35965776
fold_7sbg_5_model_2,0.35931191
fold_7sbg_3_model_1,0.35920373
fold_7sbg_1_model_4,0.35906741
fold_7sbg_4_model_1,0.35850322
fold_7sbg_1_model_2,0.35798249
fold_7sbg_1_model_0,0.35795879
fold_7sbg_2_model_2,0.35793227
fold_7sbg_3_model_0,0.35786393
fold_7sbg_3_model_2,0.35780653
fold_7sbg_2_model_3,0.35718644
fold_7sbg_1_model_1,0.35668918
fold_7sbg_3_model_3,0.35665151
fold_7sbg_3_model_4,0.35659426
fold_7sbg_4_model_4,0.35604548
fold_7sbg_2_model_0,0.35588488
