TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7SJN,fold_7sjn_1_model_0,0.39600608,0.888
7SJN,fold_7sjn_4_model_1,0.39594966,0.561
7SJN,fold_7sjn_4_model_0,0.39580077,0.552
7SJN,fold_7sjn_3_model_2,0.39571238,0.562
7SJN,fold_7sjn_3_model_4,0.3956615,0.566
7SJN,fold_7sjn_3_model_3,0.39549667,0.557
7SJN,fold_7sjn_3_model_0,0.39545634,0.557
7SJN,fold_7sjn_5_model_4,0.39537612,0.893
7SJN,fold_7sjn_3_model_1,0.39537391,0.55
7SJN,fold_7sjn_2_model_0,0.39519775,0.557
7SJN,fold_7sjn_5_model_3,0.39507541,0.872
7SJN,fold_7sjn_4_model_4,0.39502147,0.603
7SJN,fold_7sjn_5_model_2,0.39498413,0.899
7SJN,fold_7sjn_2_model_3,0.39482617,0.556
7SJN,fold_7sjn_2_model_2,0.39482394,0.565
7SJN,fold_7sjn_1_model_1,0.39470369,0.895
7SJN,fold_7sjn_1_model_2,0.39468989,0.9
7SJN,fold_7sjn_1_model_4,0.39461383,0.887
7SJN,fold_7sjn_5_model_1,0.39460185,0.89
7SJN,fold_7sjn_4_model_2,0.39442652,0.559
7SJN,fold_7sjn_5_model_0,0.39437157,0.89
7SJN,fold_7sjn_4_model_3,0.39437112,0.556
7SJN,fold_7sjn_2_model_1,0.39429429,0.549
7SJN,fold_7sjn_1_model_3,0.39426923,0.893
7SJN,fold_7sjn_2_model_4,0.39425382,0.567
