TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7WRV,fold_7wrv_2_model_2,0.42318404,0.285
7WRV,fold_7wrv_4_model_4,0.42308646,0.432
7WRV,fold_7wrv_4_model_3,0.42303842,0.419
7WRV,fold_7wrv_4_model_1,0.4230096,0.449
7WRV,fold_7wrv_2_model_0,0.42296895,0.279
7WRV,fold_7wrv_1_model_1,0.42296308,0.39
7WRV,fold_7wrv_3_model_2,0.42293519,0.305
7WRV,fold_7wrv_4_model_2,0.42292178,0.422
7WRV,fold_7wrv_5_model_0,0.42288941,0.419
7WRV,fold_7wrv_2_model_3,0.42284948,0.273
7WRV,fold_7wrv_3_model_1,0.42282519,0.474
7WRV,fold_7wrv_3_model_4,0.4227505,0.355
7WRV,fold_7wrv_4_model_0,0.42271942,0.447
7WRV,fold_7wrv_5_model_4,0.42271003,0.467
7WRV,fold_7wrv_2_model_1,0.42265293,0.296
7WRV,fold_7wrv_1_model_0,0.42259938,0.386
7WRV,fold_7wrv_1_model_3,0.42259827,0.292
7WRV,fold_7wrv_5_model_1,0.4225916,0.484
7WRV,fold_7wrv_5_model_3,0.42244646,0.408
7WRV,fold_7wrv_2_model_4,0.42236155,0.285
7WRV,fold_7wrv_3_model_0,0.42235887,0.412
7WRV,fold_7wrv_5_model_2,0.42217594,0.442
7WRV,fold_7wrv_1_model_2,0.4221437,0.296
7WRV,fold_7wrv_3_model_3,0.42210156,0.281
7WRV,fold_7wrv_1_model_4,0.42154378,0.273
