epoch,step,train_mse,tuning_dockq_mae,tuning_hit_rate_023,tuning_rank_regret,tuning_rank_spearman,val_loss,val_pearson_corr,val_rank_regret,val_rank_spearman,val_spearman_corr
84,1954,,0.17518101632595062,0.6840579509735107,0.08526398241519928,0.15055786073207855,0.05455342307686806,0.7855470776557922,0.013655092567205429,0.1666666716337204,0.7573503851890564
84,1954,0.06290645897388458,,,,,,,,,
85,1977,,0.17865747213363647,0.6850241422653198,0.07680986821651459,0.20893961191177368,0.05408491939306259,0.7884702086448669,0.013655092567205429,0.1666666716337204,0.7535442113876343
85,1977,0.06815838068723679,,,,,,,,,
86,2000,,0.18005779385566711,0.6840579509735107,0.0785282775759697,0.2180425375699997,0.05327305570244789,0.7889989614486694,0.013655092567205429,0.1666666716337204,0.7554053664207458
86,2000,0.07323499768972397,,,,,,,,,
87,2023,,0.17958000302314758,0.6840579509735107,0.07868427038192749,0.20759989321231842,0.053800880908966064,0.7872357368469238,0.039043985307216644,0.1111111119389534,0.7585241198539734
87,2023,0.05904225632548332,,,,,,,,,
88,2046,,0.17717668414115906,0.6840579509735107,0.0851045623421669,0.16836987435817719,0.054809655994176865,0.7873263359069824,0.039043985307216644,0.1111111119389534,0.7562605142593384
88,2046,0.06423227488994598,,,,,,,,,
89,2069,,0.17144465446472168,0.6845410466194153,0.08227499574422836,0.15076114237308502,0.054005060344934464,0.7849756479263306,0.013655092567205429,0.1666666716337204,0.7454791069030762
89,2069,0.0535375252366066,,,,,,,,,
90,2092,,0.17100177705287933,0.6840579509735107,0.0855848416686058,0.1518748551607132,0.05609869584441185,0.7781361937522888,0.013655092567205429,0.2777777910232544,0.7378163933753967
90,2092,0.05491074547171593,,,,,,,,,
91,2115,,0.17331673204898834,0.6845410466194153,0.07719910144805908,0.1617225855588913,0.05397949367761612,0.7863986492156982,0.013655092567205429,0.2777777910232544,0.7487487196922302
91,2115,0.05775638297200203,,,,,,,,,
