MODEL,PRED_DOCKQ
fold_8b7w_1_model_3,0.40951905
fold_8b7w_2_model_0,0.40845257
fold_8b7w_3_model_1,0.40671852
fold_8b7w_4_model_0,0.40659642
fold_8b7w_5_model_1,0.40653795
fold_8b7w_1_model_1,0.40619674
fold_8b7w_3_model_4,0.40619126
fold_8b7w_3_model_0,0.40612951
fold_8b7w_3_model_2,0.40598896
fold_8b7w_2_model_2,0.40573975
fold_8b7w_1_model_4,0.40561208
fold_8b7w_4_model_1,0.40545666
fold_8b7w_5_model_4,0.40504307
fold_8b7w_1_model_0,0.40495211
fold_8b7w_4_model_2,0.40490818
fold_8b7w_1_model_2,0.40479928
fold_8b7w_2_model_4,0.40467304
fold_8b7w_2_model_3,0.4044947
fold_8b7w_4_model_3,0.4044421
fold_8b7w_4_model_4,0.4044143
fold_8b7w_2_model_1,0.40414989
fold_8b7w_5_model_0,0.40399548
fold_8b7w_5_model_2,0.40396819
fold_8b7w_3_model_3,0.40316987
fold_8b7w_5_model_3,0.40292853
