TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7LXT,uniprot_distance_uniref_sto_2,0.36157936,0.312
7LXT,species_interact_uniprot_sto_0,0.36123818,0.55
7LXT,string_interact_uniref_sto_0,0.36002204,0.553
7LXT,pdb_interact_uniprot_sto_3,0.35998043,0.093
7LXT,string_interact_uniprot_sto_1,0.35983434,0.557
7LXT,string_interact_uniref_a3m_1,0.35965705,0.094
7LXT,uniprot_distance_uniref_a3m_0,0.35947543,0.091
7LXT,uniprot_distance_uniref_sto_0,0.35943174,0.564
7LXT,pdb_interact_uniprot_sto_0,0.35910037,0.095
7LXT,species_interact_uniref_a3m_1,0.35899073,0.091
7LXT,no_templates_1,0.35874209,0.092
7LXT,structure_temp_dimer_a_3,0.35867125,0.584
7LXT,ori_temp_pipeline_with_alphafold_models_3,0.35859376,0.584
7LXT,sequence_based_template_with_alphafold_3,0.35850248,0.584
7LXT,custom_template_with_alphafold_models_3,0.35850248,0.584
7LXT,string_interact_uniref_sto_1,0.3581571,0.557
7LXT,uniprot_distance_uniprot_sto_3,0.35814565,0.094
7LXT,species_interact_uniref_a3m_0,0.3580789,0.091
7LXT,structure_temp_dimer_a_2,0.35805523,0.594
7LXT,custom_template_with_alphafold_models_2,0.35803083,0.594
7LXT,sequence_based_template_with_alphafold_2,0.35803083,0.594
7LXT,ori_temp_pipeline_with_alphafold_models_1,0.3578923,0.592
7LXT,uniprot_distance_uniref_a3m_3,0.35785627,0.09
7LXT,ori_temp_pipeline_with_alphafold_models_2,0.35782772,0.594
7LXT,custom_template_with_alphafold_models_1,0.35774025,0.592
7LXT,sequence_based_template_with_alphafold_1,0.35774025,0.592
7LXT,structure_temp_dimer_a_1,0.35770985,0.592
7LXT,string_interact_uniprot_sto_4,0.35770962,0.544
7LXT,ori_temp_pipeline_with_alphafold_models_0,0.3576597,0.594
7LXT,species_interact_uniprot_sto_1,0.35764259,0.555
7LXT,pdb_interact_uniref_sto_1,0.35760787,0.593
7LXT,uniclust_oxmatch_a3m_4,0.35757896,0.021
7LXT,sequence_based_template_with_alphafold_0,0.35750666,0.594
7LXT,custom_template_with_alphafold_models_0,0.35750666,0.594
7LXT,pdb_interact_uniref_a3m_2,0.35749376,0.09
7LXT,string_interact_uniprot_sto_0,0.35748875,0.555
7LXT,ori_temp_pipeline_with_alphafold_models_4,0.35748267,0.591
7LXT,pdb_interact_uniref_a3m_0,0.35747942,0.09
7LXT,pdb_interact_uniref_a3m_1,0.35747248,0.098
7LXT,structure_temp_dimer_a_0,0.35730669,0.594
7LXT,structure_temp_dimer_a_4,0.35728753,0.591
7LXT,uniprot_distance_uniprot_sto_0,0.35725015,0.095
7LXT,species_interact_uniref_a3m_3,0.35724732,0.606
7LXT,uniclust_oxmatch_a3m_3,0.35723653,0.021
7LXT,uniprot_distance_uniprot_sto_4,0.35722172,0.14
7LXT,string_interact_uniref_a3m_0,0.35720062,0.09
7LXT,custom_template_with_alphafold_models_4,0.35714829,0.591
7LXT,sequence_based_template_with_alphafold_4,0.35714829,0.591
7LXT,no_templates_0,0.35700396,0.092
7LXT,uniprot_distance_uniprot_sto_1,0.35699317,0.095
7LXT,species_interact_uniref_a3m_2,0.35696742,0.091
7LXT,pdb_interact_uniprot_sto_4,0.35691604,0.218
7LXT,pdb_interact_uniprot_sto_1,0.35686943,0.127
7LXT,string_interact_uniprot_sto_3,0.35679951,0.559
7LXT,pdb_interact_uniref_a3m_4,0.35674727,0.017
7LXT,pdb_interact_uniref_a3m_3,0.35672238,0.021
7LXT,pdb_interact_uniref_sto_0,0.35669386,0.568
7LXT,string_interact_uniref_sto_2,0.35668898,0.548
7LXT,no_templates_3,0.3565492,0.091
7LXT,uniclust_oxmatch_a3m_1,0.35652167,0.013
7LXT,default_4,0.35647789,0.596
7LXT,string_interact_uniref_sto_4,0.35646802,0.57
7LXT,species_interact_uniprot_sto_2,0.3564277,0.558
7LXT,uniprot_distance_uniref_a3m_1,0.35618225,0.098
7LXT,uniprot_distance_uniref_sto_4,0.35609683,0.104
7LXT,uniprot_distance_uniref_a3m_2,0.3560161,0.091
7LXT,string_interact_uniref_a3m_4,0.35590589,0.021
7LXT,pdb_interact_uniprot_sto_2,0.35581797,0.1
7LXT,sequence_based_template_0,0.35574698,0.577
7LXT,uniprot_distance_uniref_a3m_4,0.35561767,0.017
7LXT,species_interact_uniref_sto_2,0.35555965,0.565
7LXT,sequence_based_template_4,0.35543218,0.603
7LXT,species_interact_uniref_sto_0,0.35540047,0.573
7LXT,sequence_based_template_1,0.3553901,0.574
7LXT,string_interact_uniprot_sto_2,0.35535291,0.556
7LXT,uniprot_distance_uniref_sto_1,0.35517046,0.599
7LXT,string_interact_uniref_a3m_2,0.35497358,0.606
7LXT,uniclust_oxmatch_a3m_0,0.35494122,0.09
7LXT,custom_template_file_1,0.35467318,0.584
7LXT,uniclust_oxmatch_a3m_2,0.35462779,0.582
7LXT,species_interact_uniref_sto_4,0.35462558,0.573
7LXT,string_interact_uniref_sto_3,0.35459694,0.561
7LXT,uniprot_distance_uniprot_sto_2,0.35458377,0.101
7LXT,string_interact_uniref_a3m_3,0.35451269,0.017
7LXT,sequence_based_template_3,0.35437989,0.597
7LXT,no_templates_4,0.35424662,0.091
7LXT,pdb_interact_uniref_sto_3,0.35422599,0.096
7LXT,ori_template_pipeline_1,0.35419264,0.593
7LXT,structure_temp_dimer_2,0.35417691,0.565
7LXT,structure_temp_dimer_1,0.35414422,0.584
7LXT,ori_template_pipeline_4,0.35413721,0.542
7LXT,sequence_based_template_2,0.35408199,0.567
7LXT,ori_template_pipeline_3,0.35398448,0.605
7LXT,custom_template_file_2,0.35396224,0.566
7LXT,ori_template_pipeline_2,0.35394579,0.56
7LXT,species_interact_uniref_a3m_4,0.35383105,0.585
7LXT,default_3,0.35375655,0.592
7LXT,default_1,0.3536942,0.58
7LXT,species_interact_uniref_sto_1,0.35360003,0.594
7LXT,custom_template_file_4,0.35355875,0.595
7LXT,no_templates_2,0.35349795,0.134
7LXT,species_interact_uniprot_sto_4,0.35341769,0.597
7LXT,default_0,0.35330653,0.575
7LXT,species_interact_uniref_sto_3,0.35321811,0.567
7LXT,ori_template_pipeline_0,0.35308877,0.569
7LXT,default_2,0.35308057,0.562
7LXT,species_interact_uniprot_sto_3,0.35304222,0.581
7LXT,uniprot_distance_uniref_sto_3,0.35301796,0.109
7LXT,structure_temp_dimer_3,0.35293004,0.607
7LXT,pdb_interact_uniref_sto_4,0.35261297,0.106
7LXT,structure_temp_dimer_0,0.35245684,0.581
7LXT,custom_template_file_3,0.35205674,0.606
7LXT,custom_template_file_0,0.35199907,0.581
7LXT,structure_temp_dimer_4,0.35122055,0.599
7LXT,pdb_interact_uniref_sto_2,0.35087088,0.155
