TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7VYR,fold_7vyr_5_model_4,0.45241278,0.794
7VYR,fold_7vyr_4_model_1,0.45113534,0.806
7VYR,fold_7vyr_5_model_1,0.44837296,0.791
7VYR,fold_7vyr_3_model_2,0.43749893,0.857
7VYR,fold_7vyr_3_model_1,0.43327528,0.852
7VYR,fold_7vyr_3_model_3,0.43028212,0.842
7VYR,fold_7vyr_2_model_2,0.42882133,0.841
7VYR,fold_7vyr_2_model_1,0.42535931,0.845
7VYR,fold_7vyr_2_model_3,0.41465795,0.868
7VYR,fold_7vyr_3_model_0,0.40906179,0.865
7VYR,fold_7vyr_4_model_3,0.40680721,0.84
7VYR,fold_7vyr_4_model_0,0.40358007,0.848
7VYR,fold_7vyr_1_model_3,0.39167148,0.867
7VYR,fold_7vyr_2_model_0,0.38617074,0.844
7VYR,fold_7vyr_1_model_2,0.37893683,0.891
7VYR,fold_7vyr_5_model_0,0.3646647,0.731
7VYR,fold_7vyr_5_model_2,0.36378205,0.842
7VYR,fold_7vyr_5_model_3,0.3618502,0.843
7VYR,fold_7vyr_2_model_4,0.35335982,0.726
7VYR,fold_7vyr_1_model_0,0.34983686,0.845
7VYR,fold_7vyr_3_model_4,0.34741506,0.778
7VYR,fold_7vyr_1_model_1,0.34017256,0.874
7VYR,fold_7vyr_4_model_2,0.31888807,0.851
7VYR,fold_7vyr_4_model_4,0.30324751,0.851
7VYR,fold_7vyr_1_model_4,0.08127937,0.555
