TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7AMV,species_interact_uniprot_sto_2,0.33217221,0.868
7AMV,default_3,0.33216894,0.871
7AMV,species_interact_uniref_sto_0,0.33212066,0.873
7AMV,structure_temp_dimer_3,0.3320221,0.887
7AMV,pdb_interact_uniprot_sto_4,0.3319467,0.87
7AMV,pdb_interact_uniprot_sto_2,0.33186269,0.869
7AMV,default_4,0.33184537,0.871
7AMV,no_templates_4,0.33174843,0.556
7AMV,species_interact_uniprot_sto_0,0.33168748,0.872
7AMV,structure_temp_dimer_2,0.33165899,0.888
7AMV,sequence_based_template_3,0.3316476,0.875
7AMV,ori_temp_pipeline_with_alphafold_models_3,0.33163306,0.823
7AMV,sequence_based_template_with_alphafold_3,0.33157346,0.823
7AMV,uniclust_oxmatch_a3m_4,0.33154014,0.871
7AMV,uniclust_oxmatch_a3m_2,0.33149633,0.87
7AMV,species_interact_uniref_sto_3,0.33149555,0.868
7AMV,ori_template_pipeline_4,0.33147138,0.874
7AMV,ori_template_pipeline_2,0.33141485,0.867
7AMV,structure_temp_dimer_4,0.33140981,0.886
7AMV,structure_temp_dimer_a_3,0.33138132,0.823
7AMV,structure_temp_dimer_1,0.331337,0.884
7AMV,default_1,0.33127052,0.873
7AMV,custom_template_with_alphafold_models_3,0.33123219,0.823
7AMV,sequence_based_template_2,0.33121717,0.877
7AMV,pdb_interact_uniprot_sto_0,0.33117393,0.873
7AMV,uniclust_oxmatch_a3m_1,0.33110729,0.877
7AMV,pdb_interact_uniprot_sto_1,0.33108658,0.869
7AMV,species_interact_uniref_sto_2,0.33105999,0.868
7AMV,species_interact_uniprot_sto_4,0.33104816,0.862
7AMV,no_templates_0,0.33100396,0.715
7AMV,ori_template_pipeline_3,0.33095151,0.871
7AMV,species_interact_uniprot_sto_1,0.33093366,0.867
7AMV,structure_temp_dimer_a_2,0.33086976,0.818
7AMV,ori_template_pipeline_1,0.33082247,0.869
7AMV,custom_template_file_0,0.33075324,0.881
7AMV,default_2,0.33070776,0.873
7AMV,sequence_based_template_with_alphafold_1,0.33068901,0.809
7AMV,uniclust_oxmatch_a3m_0,0.33067951,0.878
7AMV,species_interact_uniprot_sto_3,0.33065289,0.87
7AMV,ori_temp_pipeline_with_alphafold_models_2,0.33064646,0.818
7AMV,default_0,0.33064142,0.876
7AMV,structure_temp_dimer_a_1,0.33063892,0.809
7AMV,ori_temp_pipeline_with_alphafold_models_1,0.33059475,0.809
7AMV,custom_template_with_alphafold_models_4,0.33058584,0.826
7AMV,ori_template_pipeline_0,0.33053046,0.875
7AMV,ori_temp_pipeline_with_alphafold_models_4,0.33052126,0.826
7AMV,structure_temp_dimer_a_4,0.33051616,0.826
7AMV,species_interact_uniref_sto_4,0.33047339,0.871
7AMV,sequence_based_template_with_alphafold_4,0.330466,0.826
7AMV,custom_template_with_alphafold_models_0,0.33045298,0.824
7AMV,custom_template_file_3,0.33043906,0.884
7AMV,custom_template_with_alphafold_models_2,0.33043388,0.818
7AMV,species_interact_uniref_sto_1,0.33041972,0.875
7AMV,custom_template_with_alphafold_models_1,0.33041462,0.809
7AMV,sequence_based_template_with_alphafold_0,0.33036265,0.824
7AMV,custom_template_file_2,0.33031106,0.879
7AMV,structure_temp_dimer_a_0,0.33030173,0.824
7AMV,pdb_interact_uniprot_sto_3,0.3302815,0.868
7AMV,ori_temp_pipeline_with_alphafold_models_0,0.33025149,0.824
7AMV,sequence_based_template_with_alphafold_2,0.33025068,0.819
7AMV,custom_template_file_4,0.33004236,0.883
7AMV,structure_temp_dimer_0,0.33002967,0.886
7AMV,uniclust_oxmatch_a3m_3,0.33001134,0.874
7AMV,custom_template_file_1,0.32998836,0.879
7AMV,sequence_based_template_4,0.32995275,0.88
7AMV,sequence_based_template_1,0.32985088,0.878
7AMV,no_templates_2,0.32948723,0.64
7AMV,sequence_based_template_0,0.32907543,0.878
7AMV,no_templates_1,0.32881886,0.546
7AMV,no_templates_3,0.32815266,0.67
