Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

7AOH hit rate =  10/10/10

7AOH,structure_temp_dimer_4,0.38169816,0.926
7AOH,uniclust_oxmatch_a3m_2,0.3816137,0.91
7AOH,uniclust_oxmatch_a3m_0,0.38126197,0.921
7AOH,custom_template_file_4,0.38107863,0.931
7AOH,species_interact_uniprot_sto_3,0.38102821,0.905
7AOH,structure_temp_dimer_3,0.38060886,0.924
7AOH,custom_template_file_1,0.38018277,0.928
7AOH,custom_template_file_3,0.38003865,0.923
7AOH,default_2,0.37990075,0.899
7AOH,default_4,0.37984639,0.901
