TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7YQZ,fold_7yqz_4_model_1,0.65449047,0.426
7YQZ,fold_7yqz_4_model_0,0.58989322,0.437
7YQZ,fold_7yqz_1_model_1,0.56512582,0.463
7YQZ,fold_7yqz_3_model_0,0.55329639,0.431
7YQZ,fold_7yqz_1_model_4,0.52842063,0.393
7YQZ,fold_7yqz_3_model_3,0.50512493,0.464
7YQZ,fold_7yqz_5_model_0,0.49671215,0.411
7YQZ,fold_7yqz_4_model_4,0.48433596,0.457
7YQZ,fold_7yqz_2_model_3,0.39574495,0.449
7YQZ,fold_7yqz_2_model_2,0.35560548,0.413
7YQZ,fold_7yqz_4_model_3,0.35121793,0.453
7YQZ,fold_7yqz_3_model_2,0.34067047,0.426
7YQZ,fold_7yqz_5_model_4,0.32463536,0.447
7YQZ,fold_7yqz_2_model_0,0.31410512,0.452
7YQZ,fold_7yqz_3_model_1,0.28421208,0.451
7YQZ,fold_7yqz_1_model_0,0.28139997,0.42
7YQZ,fold_7yqz_5_model_3,0.26800147,0.472
7YQZ,fold_7yqz_5_model_1,0.23622341,0.466
7YQZ,fold_7yqz_2_model_1,0.1589987,0.458
7YQZ,fold_7yqz_2_model_4,0.13252966,0.458
7YQZ,fold_7yqz_1_model_3,0.12966192,0.413
7YQZ,fold_7yqz_5_model_2,0.12946223,0.446
7YQZ,fold_7yqz_4_model_2,0.11365258,0.46
7YQZ,fold_7yqz_1_model_2,0.11355262,0.449
7YQZ,fold_7yqz_3_model_4,0.10504772,0.4
