TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
5KOV,model_3_multimer_20220423_066513,0.43459833,0.189
5KOV,model_2_multimer_20220423_338795,0.43359485,0.185
5KOV,model_3_multimer_20220423_338795,0.43332452,0.186
5KOV,model_3_multimer_20220423_920758,0.43332219,0.27
5KOV,model_2_multimer_20220423_920758,0.43331981,0.193
5KOV,ranked_2,0.43331441,0.205
5KOV,model_3_multimer_20220423_842283,0.43331441,0.205
5KOV,model_2_multimer_20220423_018234,0.43327817,0.179
5KOV,ranked_3,0.4331626,0.179
5KOV,model_4_multimer_20220423_842283,0.4331626,0.179
5KOV,model_2_multimer_20220423_066513,0.43306717,0.185
5KOV,model_3_multimer_20220423_018234,0.43296373,0.216
5KOV,model_5_multimer_20220423_018234,0.4328579,0.2
5KOV,model_5_multimer_20220423_338795,0.43281201,0.188
5KOV,model_5_multimer_20220423_842283,0.43270105,0.183
5KOV,ranked_0,0.43270105,0.183
5KOV,model_4_multimer_20220423_018234,0.43268269,0.254
5KOV,ranked_4,0.43259597,0.19
5KOV,model_2_multimer_20220423_842283,0.43259597,0.19
5KOV,model_1_multimer_20220423_920758,0.43252283,0.184
5KOV,model_5_multimer_20220423_066513,0.43245032,0.187
5KOV,model_1_multimer_20220423_018234,0.43241557,0.186
5KOV,model_1_multimer_20220423_338795,0.43231502,0.21
5KOV,model_4_multimer_20220423_338795,0.43224508,0.18
5KOV,model_5_multimer_20220423_920758,0.43208206,0.186
5KOV,model_4_multimer_20220423_066513,0.43192735,0.175
5KOV,model_4_multimer_20220423_920758,0.4316929,0.19
5KOV,ranked_1,0.431593,0.18
5KOV,model_1_multimer_20220423_842283,0.431593,0.18
5KOV,model_1_multimer_20220423_066513,0.43060088,0.192
