TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7SJN,fold_7sjn_1_model_2,0.32910347,0.9
7SJN,fold_7sjn_5_model_2,0.32902321,0.899
7SJN,fold_7sjn_5_model_3,0.32902136,0.872
7SJN,fold_7sjn_5_model_4,0.32900396,0.893
7SJN,fold_7sjn_5_model_1,0.32882506,0.89
7SJN,fold_7sjn_1_model_0,0.32870269,0.888
7SJN,fold_7sjn_1_model_3,0.32870099,0.893
7SJN,fold_7sjn_5_model_0,0.32868096,0.89
7SJN,fold_7sjn_1_model_1,0.32828048,0.895
7SJN,fold_7sjn_1_model_4,0.32813552,0.887
7SJN,fold_7sjn_3_model_3,0.32794121,0.557
7SJN,fold_7sjn_4_model_4,0.32761875,0.603
7SJN,fold_7sjn_2_model_2,0.32752055,0.565
7SJN,fold_7sjn_2_model_4,0.32744214,0.567
7SJN,fold_7sjn_2_model_0,0.32733014,0.557
7SJN,fold_7sjn_3_model_4,0.32725307,0.566
7SJN,fold_7sjn_2_model_1,0.3271971,0.549
7SJN,fold_7sjn_2_model_3,0.32705525,0.556
7SJN,fold_7sjn_4_model_2,0.32689968,0.559
7SJN,fold_7sjn_3_model_0,0.32686096,0.557
7SJN,fold_7sjn_3_model_2,0.32685119,0.562
7SJN,fold_7sjn_4_model_0,0.3268472,0.552
7SJN,fold_7sjn_4_model_3,0.32675621,0.556
7SJN,fold_7sjn_3_model_1,0.32672688,0.55
7SJN,fold_7sjn_4_model_1,0.32639423,0.561
