TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7LXT,species_interact_uniprot_sto_0,0.36550349,0.55
7LXT,string_interact_uniref_a3m_1,0.36517835,0.094
7LXT,uniprot_distance_uniref_a3m_0,0.36507872,0.091
7LXT,species_interact_uniref_a3m_1,0.36502856,0.091
7LXT,string_interact_uniref_sto_0,0.36491445,0.553
7LXT,string_interact_uniprot_sto_1,0.36465257,0.557
7LXT,uniclust_oxmatch_a3m_3,0.36454237,0.021
7LXT,uniprot_distance_uniref_sto_2,0.36438361,0.312
7LXT,pdb_interact_uniref_a3m_3,0.36410689,0.021
7LXT,uniprot_distance_uniref_sto_0,0.36410317,0.564
7LXT,species_interact_uniprot_sto_1,0.36407557,0.555
7LXT,structure_temp_dimer_a_3,0.36401716,0.584
7LXT,sequence_based_template_with_alphafold_2,0.3639805,0.594
7LXT,custom_template_with_alphafold_models_2,0.3639805,0.594
7LXT,ori_temp_pipeline_with_alphafold_models_3,0.36397186,0.584
7LXT,structure_temp_dimer_a_2,0.36396244,0.594
7LXT,pdb_interact_uniref_a3m_1,0.36395368,0.098
7LXT,ori_temp_pipeline_with_alphafold_models_1,0.36387721,0.592
7LXT,no_templates_1,0.36387518,0.092
7LXT,structure_temp_dimer_a_1,0.36386153,0.592
7LXT,string_interact_uniprot_sto_0,0.36386076,0.555
7LXT,sequence_based_template_with_alphafold_3,0.36384737,0.584
7LXT,custom_template_with_alphafold_models_3,0.36384737,0.584
7LXT,custom_template_with_alphafold_models_1,0.36383331,0.592
7LXT,sequence_based_template_with_alphafold_1,0.36383331,0.592
7LXT,pdb_interact_uniprot_sto_0,0.36382002,0.095
7LXT,pdb_interact_uniref_a3m_4,0.36380264,0.017
7LXT,ori_temp_pipeline_with_alphafold_models_2,0.36379912,0.594
7LXT,species_interact_uniref_a3m_0,0.36379862,0.091
7LXT,species_interact_uniref_a3m_3,0.36379683,0.606
7LXT,string_interact_uniref_sto_1,0.36373597,0.557
7LXT,pdb_interact_uniref_a3m_0,0.36370656,0.09
7LXT,uniprot_distance_uniref_a3m_3,0.36363998,0.09
7LXT,species_interact_uniprot_sto_2,0.36363661,0.558
7LXT,string_interact_uniref_a3m_0,0.36360389,0.09
