Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

5GRJ hit rate =  10/10/0

5GRJ,model_5_multimer_20220423_965401,0.77160817,0.664
5GRJ,model_2_multimer_20220423_377030,0.74671751,0.729
5GRJ,model_1_multimer_20220423_406500,0.71543825,0.771
5GRJ,model_5_multimer_20220423_377030,0.69887608,0.76
5GRJ,model_5_multimer_20220423_406500,0.69742286,0.762
5GRJ,model_5_multimer_20220423_103678,0.67868096,0.755
5GRJ,model_3_multimer_20220423_965401,0.65823549,0.776
5GRJ,model_5_multimer_20220423_693642,0.63545054,0.752
5GRJ,ranked_1,0.63545054,0.752
5GRJ,model_3_multimer_20220423_406500,0.59768522,0.693
