Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

5WK3 hit rate =  2/0/0

5WK3,model_5_multimer_20220423_193447,0.78060323,0.103
5WK3,model_4_multimer_20220423_193447,0.70811886,0.177
5WK3,model_5_multimer_20220423_199542,0.6531077,0.103
5WK3,model_2_multimer_20220423_193447,0.52528942,0.177
5WK3,model_1_multimer_20220423_681710,0.48696348,0.168
5WK3,model_1_multimer_20220423_199542,0.39326262,0.175
5WK3,ranked_2,0.2726917,0.289
5WK3,model_4_multimer_20220423_635985,0.2726917,0.289
5WK3,model_4_multimer_20220423_649030,0.2645002,0.103
5WK3,model_1_multimer_20220423_193447,0.24691901,0.083
