TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7SJN,fold_7sjn_3_model_3,0.79824704,0.557
7SJN,fold_7sjn_1_model_0,0.77101433,0.888
7SJN,fold_7sjn_4_model_4,0.68359518,0.603
7SJN,fold_7sjn_4_model_2,0.66143519,0.559
7SJN,fold_7sjn_2_model_2,0.65284604,0.565
7SJN,fold_7sjn_3_model_2,0.64879578,0.562
7SJN,fold_7sjn_4_model_1,0.64817417,0.561
7SJN,fold_7sjn_5_model_2,0.64262456,0.899
7SJN,fold_7sjn_2_model_3,0.63567257,0.556
7SJN,fold_7sjn_3_model_0,0.63132823,0.557
7SJN,fold_7sjn_5_model_4,0.62879866,0.893
7SJN,fold_7sjn_1_model_4,0.61381704,0.887
7SJN,fold_7sjn_4_model_3,0.60449994,0.556
7SJN,fold_7sjn_3_model_4,0.59681362,0.566
7SJN,fold_7sjn_1_model_3,0.57861304,0.893
7SJN,fold_7sjn_2_model_0,0.55896997,0.557
7SJN,fold_7sjn_5_model_0,0.54659694,0.89
7SJN,fold_7sjn_5_model_3,0.53950292,0.872
7SJN,fold_7sjn_5_model_1,0.51993734,0.89
7SJN,fold_7sjn_1_model_1,0.50904399,0.895
7SJN,fold_7sjn_2_model_1,0.50766438,0.549
7SJN,fold_7sjn_1_model_2,0.44991028,0.9
7SJN,fold_7sjn_4_model_0,0.43645939,0.552
7SJN,fold_7sjn_3_model_1,0.3867996,0.55
7SJN,fold_7sjn_2_model_4,0.31419978,0.567
