TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
4ETQ,model_3_multimer_20220423_656371,0.42355052,0.797
4ETQ,model_3_multimer_20220423_545936,0.42276299,0.047
4ETQ,model_5_multimer_20220423_749512,0.42243525,0.037
4ETQ,model_3_multimer_20220423_749512,0.42236432,0.041
4ETQ,model_1_multimer_20220423_745560,0.42223904,0.032
4ETQ,ranked_2,0.42223904,0.032
4ETQ,model_2_multimer_20220423_859306,0.42222214,0.034
4ETQ,model_2_multimer_20220423_749512,0.42220548,0.04
4ETQ,model_2_multimer_20220423_656371,0.42220309,0.038
4ETQ,model_5_multimer_20220423_656371,0.42219511,0.043
4ETQ,model_4_multimer_20220423_656371,0.42216751,0.051
4ETQ,model_4_multimer_20220423_749512,0.42216447,0.063
4ETQ,model_2_multimer_20220423_545936,0.42211246,0.042
4ETQ,model_3_multimer_20220423_859306,0.4221034,0.049
4ETQ,ranked_1,0.42208371,0.033
4ETQ,model_3_multimer_20220423_745560,0.42208371,0.033
4ETQ,model_2_multimer_20220423_745560,0.42203596,0.033
4ETQ,ranked_3,0.42203596,0.033
4ETQ,model_4_multimer_20220423_745560,0.4219985,0.225
4ETQ,ranked_4,0.4219985,0.225
4ETQ,model_4_multimer_20220423_859306,0.4219878,0.081
4ETQ,model_1_multimer_20220423_749512,0.42190072,0.037
4ETQ,model_5_multimer_20220423_545936,0.42186964,0.038
4ETQ,model_5_multimer_20220423_745560,0.42185378,0.057
4ETQ,ranked_0,0.42185378,0.057
4ETQ,model_1_multimer_20220423_656371,0.42183962,0.037
4ETQ,model_1_multimer_20220423_859306,0.42174053,0.043
4ETQ,model_1_multimer_20220423_545936,0.42168278,0.042
4ETQ,model_5_multimer_20220423_859306,0.42160279,0.038
4ETQ,model_4_multimer_20220423_545936,0.42132142,0.056
