TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7VYR,fold_7vyr_3_model_1,0.30918664,0.852
7VYR,fold_7vyr_4_model_4,0.30905679,0.851
7VYR,fold_7vyr_1_model_0,0.3090235,0.845
7VYR,fold_7vyr_5_model_2,0.30884379,0.842
7VYR,fold_7vyr_3_model_4,0.30883738,0.778
7VYR,fold_7vyr_4_model_1,0.3088136,0.806
7VYR,fold_7vyr_1_model_3,0.30873901,0.867
7VYR,fold_7vyr_2_model_2,0.30870566,0.841
7VYR,fold_7vyr_5_model_1,0.30866313,0.791
7VYR,fold_7vyr_1_model_1,0.30864376,0.874
7VYR,fold_7vyr_2_model_0,0.30860579,0.844
7VYR,fold_7vyr_5_model_0,0.30860484,0.731
7VYR,fold_7vyr_4_model_0,0.30859891,0.848
7VYR,fold_7vyr_5_model_3,0.30855715,0.843
7VYR,fold_7vyr_2_model_4,0.30855706,0.726
7VYR,fold_7vyr_2_model_3,0.30849469,0.868
7VYR,fold_7vyr_4_model_2,0.3084904,0.851
7VYR,fold_7vyr_3_model_2,0.30841318,0.857
7VYR,fold_7vyr_1_model_2,0.30830273,0.891
7VYR,fold_7vyr_3_model_0,0.30814403,0.865
7VYR,fold_7vyr_1_model_4,0.30807701,0.555
7VYR,fold_7vyr_5_model_4,0.30796593,0.794
7VYR,fold_7vyr_2_model_1,0.30793998,0.845
7VYR,fold_7vyr_4_model_3,0.30792695,0.84
7VYR,fold_7vyr_3_model_3,0.30753571,0.842
