MODEL,PRED_DOCKQ
fold_7swn_4_model_4,0.32906267
fold_7swn_4_model_2,0.32906106
fold_7swn_2_model_1,0.32904252
fold_7swn_3_model_4,0.3289569
fold_7swn_3_model_0,0.32888857
fold_7swn_4_model_3,0.32880312
fold_7swn_1_model_0,0.32872972
fold_7swn_5_model_4,0.32872793
fold_7swn_4_model_0,0.32872161
fold_7swn_5_model_1,0.32871884
fold_7swn_2_model_0,0.32868156
fold_7swn_5_model_3,0.32866222
fold_7swn_1_model_3,0.32863981
fold_7swn_3_model_3,0.32863104
fold_7swn_5_model_0,0.32857543
fold_7swn_4_model_1,0.32853478
fold_7swn_3_model_2,0.32849592
fold_7swn_1_model_4,0.32840994
fold_7swn_2_model_4,0.32840955
fold_7swn_3_model_1,0.32840541
fold_7swn_1_model_1,0.32838193
fold_7swn_1_model_2,0.32837558
fold_7swn_5_model_2,0.32825679
fold_7swn_2_model_3,0.32823074
fold_7swn_2_model_2,0.32820046
