TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7YQZ,fold_7yqz_1_model_3,0.28101373,0.413
7YQZ,fold_7yqz_3_model_3,0.27276051,0.464
7YQZ,fold_7yqz_4_model_0,0.25652093,0.437
7YQZ,fold_7yqz_1_model_1,0.24385425,0.463
7YQZ,fold_7yqz_3_model_1,0.23052575,0.451
7YQZ,fold_7yqz_4_model_4,0.21227051,0.457
7YQZ,fold_7yqz_4_model_1,0.19258851,0.426
7YQZ,fold_7yqz_2_model_0,0.18194611,0.452
7YQZ,fold_7yqz_4_model_3,0.17628156,0.453
7YQZ,fold_7yqz_4_model_2,0.16314442,0.46
7YQZ,fold_7yqz_3_model_2,0.14411213,0.426
7YQZ,fold_7yqz_1_model_4,0.14329095,0.393
7YQZ,fold_7yqz_5_model_3,0.12712613,0.472
7YQZ,fold_7yqz_5_model_1,0.12571575,0.466
7YQZ,fold_7yqz_5_model_2,0.12281387,0.446
7YQZ,fold_7yqz_3_model_0,0.11998534,0.431
7YQZ,fold_7yqz_2_model_2,0.11867879,0.413
7YQZ,fold_7yqz_2_model_1,0.10675672,0.458
7YQZ,fold_7yqz_2_model_3,0.10308087,0.449
7YQZ,fold_7yqz_1_model_0,0.09850641,0.42
7YQZ,fold_7yqz_2_model_4,0.09283504,0.458
7YQZ,fold_7yqz_5_model_4,0.08606521,0.447
7YQZ,fold_7yqz_1_model_2,0.07638615,0.449
7YQZ,fold_7yqz_5_model_0,0.07493351,0.411
7YQZ,fold_7yqz_3_model_4,0.05702873,0.4
