Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

7S0E hit rate =  10/10/0

7S0E,fold_7s0e_5_model_1,0.33482835,0.497
7S0E,fold_7s0e_1_model_2,0.33440387,0.509
7S0E,fold_7s0e_4_model_4,0.33426404,0.505
7S0E,fold_7s0e_3_model_1,0.33411273,0.507
7S0E,fold_7s0e_4_model_2,0.33311087,0.512
7S0E,fold_7s0e_2_model_1,0.33292612,0.506
7S0E,fold_7s0e_2_model_3,0.33291459,0.499
7S0E,fold_7s0e_2_model_2,0.33278972,0.5
7S0E,fold_7s0e_3_model_4,0.33274215,0.5
7S0E,fold_7s0e_4_model_0,0.33272994,0.502
