Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

7T73 hit rate =  10/10/0

7T73,fold_7t73_2_model_4,0.40920055,0.678
7T73,fold_7t73_4_model_4,0.40887219,0.608
7T73,fold_7t73_1_model_1,0.40854472,0.609
7T73,fold_7t73_1_model_3,0.40852737,0.616
7T73,fold_7t73_2_model_2,0.40851933,0.634
7T73,fold_7t73_5_model_3,0.40837646,0.588
7T73,fold_7t73_1_model_2,0.40832534,0.604
7T73,fold_7t73_1_model_4,0.40829918,0.613
7T73,fold_7t73_5_model_2,0.40818819,0.614
7T73,fold_7t73_3_model_2,0.40810713,0.622
