TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7OZN,species_interact_uniref_a3m_0,0.38439831,0.012
7OZN,ori_temp_pipeline_with_alphafold_models_1,0.38221678,0.011
7OZN,custom_template_with_alphafold_models_1,0.37852249,0.011
7OZN,pdb_interact_uniprot_sto_1,0.37832955,0.092
7OZN,species_interact_uniref_a3m_3,0.37629092,0.011
7OZN,species_interact_uniref_sto_3,0.37608746,0.039
7OZN,sequence_based_template_3,0.37597337,0.012
7OZN,uniprot_distance_uniref_a3m_2,0.37585014,0.01
7OZN,custom_template_with_alphafold_models_3,0.37540618,0.011
7OZN,uniclust_oxmatch_a3m_2,0.3753421,0.011
7OZN,sequence_based_template_4,0.37522405,0.22
7OZN,uniprot_distance_uniprot_sto_3,0.37514085,0.063
7OZN,species_interact_uniref_a3m_4,0.37505293,0.01
7OZN,species_interact_uniref_sto_1,0.3749305,0.008
7OZN,sequence_based_template_with_alphafold_2,0.37473983,0.01
7OZN,uniprot_distance_uniref_a3m_3,0.37462524,0.01
7OZN,pdb_interact_uniprot_sto_0,0.37456918,0.089
7OZN,ori_temp_pipeline_with_alphafold_models_2,0.37445626,0.01
7OZN,structure_temp_dimer_2,0.37441996,0.021
7OZN,custom_template_with_alphafold_models_2,0.37430394,0.01
7OZN,uniclust_oxmatch_a3m_0,0.37418726,0.011
7OZN,species_interact_uniref_a3m_1,0.37411183,0.011
7OZN,uniclust_oxmatch_a3m_4,0.3740246,0.01
7OZN,structure_temp_dimer_a_3,0.37386453,0.044
7OZN,uniprot_distance_uniref_a3m_0,0.37380922,0.01
7OZN,structure_temp_dimer_a_4,0.37342477,0.011
7OZN,sequence_based_template_with_alphafold_1,0.37321728,0.011
7OZN,pdb_interact_uniprot_sto_3,0.37299067,0.054
7OZN,default_4,0.37292537,0.015
7OZN,no_templates_0,0.3728483,0.011
7OZN,species_interact_uniref_a3m_2,0.37284622,0.011
7OZN,uniprot_distance_uniprot_sto_2,0.37278536,0.035
7OZN,uniprot_distance_uniref_a3m_1,0.37268522,0.01
7OZN,string_interact_uniref_sto_2,0.37268025,0.015
7OZN,string_interact_uniref_a3m_1,0.37263566,0.011
7OZN,string_interact_uniprot_sto_4,0.37261242,0.097
7OZN,no_templates_4,0.37256363,0.086
7OZN,string_interact_uniref_a3m_2,0.37243164,0.01
7OZN,pdb_interact_uniref_sto_2,0.3724207,0.016
7OZN,string_interact_uniprot_sto_0,0.37240449,0.308
7OZN,custom_template_file_3,0.37236121,0.055
7OZN,ori_template_pipeline_3,0.37232944,0.016
7OZN,structure_temp_dimer_1,0.37229133,0.009
7OZN,string_interact_uniref_sto_0,0.37216672,0.009
7OZN,structure_temp_dimer_a_2,0.37211731,0.01
7OZN,string_interact_uniref_a3m_3,0.37203276,0.011
7OZN,string_interact_uniref_a3m_0,0.37199461,0.01
7OZN,string_interact_uniprot_sto_3,0.37169892,0.023
7OZN,string_interact_uniref_sto_4,0.37156516,0.016
7OZN,sequence_based_template_2,0.37147379,0.014
7OZN,ori_temp_pipeline_with_alphafold_models_0,0.37136191,0.477
7OZN,sequence_based_template_with_alphafold_0,0.37123531,0.501
7OZN,uniprot_distance_uniref_a3m_4,0.37122127,0.011
7OZN,custom_template_file_1,0.37120554,0.02
7OZN,ori_temp_pipeline_with_alphafold_models_4,0.37115812,0.011
7OZN,ori_temp_pipeline_with_alphafold_models_3,0.37104824,0.033
7OZN,structure_temp_dimer_a_0,0.37099183,0.474
7OZN,string_interact_uniprot_sto_2,0.37092078,0.022
7OZN,uniclust_oxmatch_a3m_1,0.3707602,0.01
7OZN,string_interact_uniref_a3m_4,0.3707284,0.011
7OZN,custom_template_with_alphafold_models_4,0.37063557,0.032
7OZN,custom_template_with_alphafold_models_0,0.37053934,0.482
