TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
5HGG,model_2_multimer_20220423_919207,0.3580054,0.305
5HGG,ranked_3,0.3580054,0.305
5HGG,model_2_multimer_20220423_842191,0.35780406,0.273
5HGG,model_1_multimer_20220423_932539,0.35721999,0.335
5HGG,model_4_multimer_20220423_879088,0.35688603,0.289
5HGG,model_1_multimer_20220423_908001,0.35685986,0.279
5HGG,model_5_multimer_20220423_932539,0.35630462,0.282
5HGG,model_3_multimer_20220423_842191,0.35612971,0.259
5HGG,model_4_multimer_20220423_932539,0.35609016,0.294
5HGG,ranked_1,0.35576645,0.272
5HGG,model_3_multimer_20220423_919207,0.35576645,0.272
5HGG,model_4_multimer_20220423_919207,0.35544962,0.224
5HGG,ranked_4,0.35544962,0.224
5HGG,model_5_multimer_20220423_908001,0.3552978,0.298
5HGG,model_1_multimer_20220423_879088,0.35526532,0.298
5HGG,model_4_multimer_20220423_842191,0.35512298,0.244
5HGG,model_5_multimer_20220423_842191,0.35470879,0.266
5HGG,model_1_multimer_20220423_842191,0.3544549,0.338
5HGG,model_4_multimer_20220423_908001,0.35371503,0.251
5HGG,model_5_multimer_20220423_919207,0.35366672,0.301
5HGG,ranked_0,0.35366672,0.301
5HGG,model_2_multimer_20220423_932539,0.35357791,0.345
5HGG,model_2_multimer_20220423_908001,0.35287097,0.3
5HGG,model_3_multimer_20220423_932539,0.35251784,0.294
5HGG,ranked_2,0.35177499,0.289
5HGG,model_1_multimer_20220423_919207,0.35177499,0.289
5HGG,model_2_multimer_20220423_879088,0.35177153,0.338
5HGG,model_3_multimer_20220423_908001,0.35129997,0.301
5HGG,model_3_multimer_20220423_879088,0.35056072,0.313
