Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

7SBG hit rate =  10/9/0

7SBG,fold_7sbg_5_model_2,0.40644702,0.642
7SBG,fold_7sbg_5_model_3,0.40630937,0.635
7SBG,fold_7sbg_5_model_4,0.40630728,0.646
7SBG,fold_7sbg_5_model_0,0.40628985,0.656
7SBG,fold_7sbg_2_model_1,0.40627465,0.447
7SBG,fold_7sbg_4_model_2,0.40623713,0.645
7SBG,fold_7sbg_4_model_3,0.40622532,0.684
7SBG,fold_7sbg_4_model_1,0.40621394,0.641
7SBG,fold_7sbg_1_model_2,0.40619573,0.65
7SBG,fold_7sbg_5_model_1,0.40619397,0.684
