TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
8B7W,fold_8b7w_3_model_4,0.88794011,0.242
8B7W,fold_8b7w_2_model_0,0.75640428,0.019
8B7W,fold_8b7w_3_model_1,0.70869225,0.022
8B7W,fold_8b7w_3_model_2,0.64076144,0.14
8B7W,fold_8b7w_4_model_2,0.6140064,0.057
8B7W,fold_8b7w_4_model_0,0.601964,0.055
8B7W,fold_8b7w_4_model_1,0.56705016,0.055
8B7W,fold_8b7w_4_model_3,0.50639278,0.019
8B7W,fold_8b7w_2_model_4,0.47250447,0.034
8B7W,fold_8b7w_2_model_3,0.40681806,0.035
8B7W,fold_8b7w_1_model_0,0.36366946,0.084
8B7W,fold_8b7w_5_model_3,0.31708634,0.043
8B7W,fold_8b7w_5_model_4,0.27194351,0.018
8B7W,fold_8b7w_1_model_1,0.26820996,0.059
8B7W,fold_8b7w_5_model_0,0.24372736,0.015
8B7W,fold_8b7w_3_model_0,0.20713332,0.208
8B7W,fold_8b7w_5_model_2,0.18813853,0.034
8B7W,fold_8b7w_4_model_4,0.17776394,0.036
8B7W,fold_8b7w_5_model_1,0.15012006,0.015
8B7W,fold_8b7w_2_model_2,0.10782122,0.057
8B7W,fold_8b7w_1_model_4,0.07154147,0.014
8B7W,fold_8b7w_2_model_1,0.06675555,0.059
8B7W,fold_8b7w_3_model_3,0.05939474,0.012
8B7W,fold_8b7w_1_model_2,0.02607393,0.048
8B7W,fold_8b7w_1_model_3,0.02403521,0.018
