TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
5GRJ,model_5_multimer_20220423_103678,0.16123371,0.755
5GRJ,model_5_multimer_20220423_965401,0.14995037,0.664
5GRJ,model_5_multimer_20220423_406500,0.14147684,0.762
5GRJ,model_4_multimer_20220423_965401,0.12923825,0.193
5GRJ,model_1_multimer_20220423_406500,0.12045592,0.771
5GRJ,model_5_multimer_20220423_377030,0.10180148,0.76
5GRJ,model_3_multimer_20220423_406500,0.0787406,0.693
5GRJ,model_1_multimer_20220423_103678,0.07691978,0.014
5GRJ,model_2_multimer_20220423_377030,0.07469463,0.729
5GRJ,ranked_1,0.06707241,0.752
5GRJ,model_5_multimer_20220423_693642,0.06707241,0.752
5GRJ,model_4_multimer_20220423_693642,0.06403433,0.558
5GRJ,ranked_3,0.06403433,0.558
5GRJ,ranked_4,0.06292391,0.724
5GRJ,model_3_multimer_20220423_693642,0.06292391,0.724
5GRJ,model_3_multimer_20220423_965401,0.05790091,0.776
5GRJ,model_1_multimer_20220423_965401,0.05518134,0.014
5GRJ,model_2_multimer_20220423_693642,0.05370392,0.562
5GRJ,ranked_2,0.05370392,0.562
5GRJ,model_2_multimer_20220423_406500,0.05131836,0.012
5GRJ,ranked_0,0.04901969,0.764
5GRJ,model_1_multimer_20220423_693642,0.04901969,0.764
5GRJ,model_4_multimer_20220423_406500,0.04766211,0.165
5GRJ,model_1_multimer_20220423_377030,0.04683494,0.433
5GRJ,model_3_multimer_20220423_103678,0.04489654,0.788
5GRJ,model_2_multimer_20220423_103678,0.03484112,0.017
5GRJ,model_4_multimer_20220423_103678,0.03281085,0.165
5GRJ,model_4_multimer_20220423_377030,0.03218269,0.551
5GRJ,model_3_multimer_20220423_377030,0.03213709,0.732
5GRJ,model_2_multimer_20220423_965401,0.01641237,0.034
