Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

7X7O hit rate =  10/10/0

7X7O,fold_7x7o_1_model_0,0.49823055,0.797
7X7O,fold_7x7o_5_model_4,0.45490152,0.786
7X7O,fold_7x7o_5_model_1,0.37356526,0.792
7X7O,fold_7x7o_3_model_2,0.34680676,0.798
7X7O,fold_7x7o_1_model_2,0.328576,0.792
7X7O,fold_7x7o_3_model_3,0.32753879,0.797
7X7O,fold_7x7o_4_model_2,0.3239032,0.783
7X7O,fold_7x7o_4_model_1,0.26936457,0.778
7X7O,fold_7x7o_1_model_4,0.26186377,0.796
7X7O,fold_7x7o_5_model_3,0.25678593,0.792
