Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

7YQZ hit rate =  10/0/0

7YQZ,fold_7yqz_4_model_1,0.49033546,0.426
7YQZ,fold_7yqz_4_model_0,0.40741867,0.437
7YQZ,fold_7yqz_1_model_1,0.37149969,0.463
7YQZ,fold_7yqz_3_model_3,0.31873238,0.464
7YQZ,fold_7yqz_3_model_0,0.31449118,0.431
7YQZ,fold_7yqz_1_model_4,0.30438417,0.393
7YQZ,fold_7yqz_4_model_4,0.27360868,0.457
7YQZ,fold_7yqz_5_model_0,0.24630918,0.411
7YQZ,fold_7yqz_4_model_3,0.19172396,0.453
7YQZ,fold_7yqz_2_model_3,0.1872869,0.449
