TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
6A0Z,model_5_multimer_20220423_588683,0.3393355,0.084
6A0Z,model_5_multimer_20220423_192075,0.27194732,0.076
6A0Z,model_5_multimer_20220423_789739,0.21758023,0.083
6A0Z,model_4_multimer_20220423_588683,0.19606182,0.07
6A0Z,model_3_multimer_20220423_192075,0.15765437,0.108
6A0Z,model_5_multimer_20220423_843835,0.15538245,0.072
6A0Z,ranked_0,0.15538245,0.072
6A0Z,model_1_multimer_20220423_192075,0.13428074,0.084
6A0Z,model_3_multimer_20220423_789739,0.12211294,0.106
6A0Z,ranked_2,0.11711811,0.084
6A0Z,model_1_multimer_20220423_843835,0.11711811,0.084
6A0Z,model_1_multimer_20220423_588683,0.10718928,0.089
6A0Z,model_3_multimer_20220423_588683,0.10082746,0.107
6A0Z,model_4_multimer_20220423_789739,0.093545,0.134
6A0Z,ranked_1,0.08659427,0.082
6A0Z,model_3_multimer_20220423_843835,0.08659427,0.082
6A0Z,model_5_multimer_20220423_891832,0.08510493,0.061
6A0Z,model_3_multimer_20220423_891832,0.08215339,0.29
6A0Z,model_1_multimer_20220423_891832,0.07944799,0.086
6A0Z,model_1_multimer_20220423_789739,0.06334209,0.092
6A0Z,model_4_multimer_20220423_891832,0.06289648,0.061
6A0Z,ranked_3,0.05746226,0.08
6A0Z,model_4_multimer_20220423_843835,0.05746226,0.08
6A0Z,model_2_multimer_20220423_192075,0.04939424,0.064
6A0Z,model_4_multimer_20220423_192075,0.0443703,0.068
6A0Z,model_2_multimer_20220423_789739,0.03773645,0.078
6A0Z,model_2_multimer_20220423_891832,0.0325713,0.228
6A0Z,model_2_multimer_20220423_588683,0.03126334,0.069
6A0Z,model_2_multimer_20220423_843835,0.02733143,0.233
6A0Z,ranked_4,0.02733143,0.233
