epoch,step,train_mse,tuning_rank_regret,tuning_rank_spearman,val_loss,val_pearson_corr,val_rank_regret,val_rank_spearman,val_spearman_corr
68,1586,,0.09907342493534088,0.2987179458141327,0.1161946952342987,0.5770618319511414,0.03609996661543846,0.3333333432674408,0.6110379695892334
68,1586,0.09393101185560226,,,,,,,
69,1609,,0.10269416123628616,0.25061050057411194,0.08174183964729309,0.6543609499931335,0.03174496442079544,0.4444444477558136,0.6317457556724548
69,1609,0.09945380687713623,,,,,,,
70,1632,,0.11818268150091171,0.11660561710596085,0.08617385476827621,0.6339867115020752,0.03174496442079544,0.4444444477558136,0.6206960082054138
70,1632,0.09832341223955154,,,,,,,
71,1655,,0.11945925652980804,0.16202686727046967,0.08018933236598969,0.6583472490310669,0.03174496442079544,0.4444444477558136,0.6299013495445251
71,1655,0.08445445448160172,,,,,,,
72,1678,,0.09729635715484619,0.24065934121608734,0.08149818331003189,0.6495921015739441,0.0345894955098629,0.3888888955116272,0.6294318437576294
72,1678,0.08854957669973373,,,,,,,
73,1701,,0.125849187374115,0.2162393182516098,0.09887892007827759,0.6061564683914185,0.034090809524059296,0.3888888955116272,0.6304881572723389
73,1701,0.06435184180736542,,,,,,,
74,1724,,0.10922883450984955,0.20573870837688446,0.1131323054432869,0.588398277759552,0.0345894955098629,0.4444444477558136,0.6362226605415344
74,1724,0.0731138214468956,,,,,,,
75,1747,,0.09087219834327698,0.1726495772600174,0.07993291318416595,0.6611698865890503,0.03174496442079544,0.5,0.6486137509346008
75,1747,0.0687890276312828,,,,,,,
76,1770,,0.11057040840387344,0.18516483902931213,0.08057411015033722,0.6575977206230164,0.03174496442079544,0.5,0.6500557661056519
76,1770,0.07846052199602127,,,,,,,
77,1793,,0.10755439847707748,0.1953601986169815,0.08547255396842957,0.6388528943061829,0.03174496442079544,0.5,0.6404144763946533
77,1793,0.06635822355747223,,,,,,,
78,1816,,0.11104388535022736,0.1865079402923584,0.08207884430885315,0.6500107645988464,0.03174496442079544,0.5,0.6422924399375916
78,1816,0.07357178628444672,,,,,,,
79,1839,,0.11104388535022736,0.19755800068378448,0.08199451118707657,0.6455707550048828,0.0345894955098629,0.4444444477558136,0.6345626711845398
79,1839,0.07059918344020844,,,,,,,
80,1862,,0.10692603141069412,0.2697802186012268,0.09000641107559204,0.6190260052680969,0.03174496442079544,0.4444444477558136,0.63382488489151
80,1862,0.0632670596241951,,,,,,,
81,1885,,0.11104388535022736,0.2013431042432785,0.0825677290558815,0.6534567475318909,0.0345894955098629,0.4444444477558136,0.639441967010498
81,1885,0.07723989337682724,,,,,,,
82,1908,,0.11109855771064758,0.20848596096038818,0.08510538935661316,0.6337780952453613,0.0345894955098629,0.4444444477558136,0.628291666507721
82,1908,0.06693244725465775,,,,,,,
83,1931,,0.10878170281648636,0.2181318700313568,0.0856700986623764,0.6322565078735352,0.0345894955098629,0.4444444477558136,0.6300187110900879
83,1931,0.06241411715745926,,,,,,,
84,1954,,0.10872703045606613,0.22387057542800903,0.08741595596075058,0.6367543935775757,0.0345894955098629,0.5,0.6314606666564941
84,1954,0.07683327794075012,,,,,,,
85,1977,,0.10872703045606613,0.2230769246816635,0.08532319217920303,0.6361868977546692,0.0345894955098629,0.4444444477558136,0.6326344013214111
85,1977,0.0655021071434021,,,,,,,
86,2000,,0.11032351851463318,0.21807081997394562,0.08842472732067108,0.6285445094108582,0.03174496442079544,0.5555555820465088,0.642342746257782
86,2000,0.06580981612205505,,,,,,,
87,2023,,0.11050932854413986,0.22051282227039337,0.08382146805524826,0.6447109580039978,0.03174496442079544,0.5,0.6475573778152466
87,2023,0.054893866181373596,,,,,,,
88,2046,,0.11732351779937744,0.1684981733560562,0.08294907212257385,0.6479779481887817,0.0345894955098629,0.5,0.6441704034805298
88,2046,0.06518030166625977,,,,,,,
89,2069,,0.13718768954277039,0.13705739378929138,0.07825624942779541,0.6700114011764526,0.0345894955098629,0.4444444477558136,0.6470376253128052
89,2069,0.06055936589837074,,,,,,,
90,2092,,0.13365688920021057,0.11697191745042801,0.08403534442186356,0.6537038087844849,0.0345894955098629,0.5,0.6283587217330933
90,2092,0.07999194413423538,,,,,,,
91,2115,,0.10729661583900452,0.22735042870044708,0.09931935369968414,0.6194431185722351,0.03362634405493736,0.5,0.6536104679107666
91,2115,0.0630628913640976,,,,,,,
92,2138,,0.1157270297408104,0.15647131204605103,0.08133523911237717,0.6683754920959473,0.03647087886929512,0.4444444477558136,0.6724570393562317
92,2138,0.0642985850572586,,,,,,,
93,2161,,0.11588087677955627,0.1150183156132698,0.07143987715244293,0.7020898461341858,0.03362634405493736,0.5,0.683137834072113
93,2161,0.066195547580719,,,,,,,
94,2184,,0.11429661512374878,0.15323565900325775,0.08318332582712173,0.6574469208717346,0.03174496442079544,0.5,0.669640064239502
94,2184,0.06568200886249542,,,,,,,
95,2207,,0.1157270297408104,0.14407815039157867,0.07584533840417862,0.6802843809127808,0.03362634405493736,0.4444444477558136,0.6793484091758728
95,2207,0.06825631111860275,,,,,,,
96,2230,,0.1157270297408104,0.1339438408613205,0.07950539886951447,0.6708208322525024,0.03362634405493736,0.4444444477558136,0.6834732294082642
96,2230,0.06192437931895256,,,,,,,
97,2253,,0.10873792320489883,0.18968254327774048,0.07816246151924133,0.6768754124641418,0.03174496442079544,0.5,0.672792375087738
97,2253,0.06696105003356934,,,,,,,
98,2276,,0.11613866686820984,0.1032356545329094,0.08004939556121826,0.6752495765686035,0.03174496442079544,0.5,0.6751397848129272
98,2276,0.0873107984662056,,,,,,,
99,2299,,0.11588087677955627,0.10103785246610641,0.07499280571937561,0.6852812767028809,0.03362634405493736,0.4444444477558136,0.6770344972610474
99,2299,0.0697920024394989,,,,,,,
100,2322,,0.10872703045606613,0.18034188449382782,0.07313261926174164,0.6986218690872192,0.03174496442079544,0.5,0.6749553680419922
100,2322,0.059306688606739044,,,,,,,
101,2345,,0.11059651523828506,0.20757021009922028,0.08387873321771622,0.6616860032081604,0.03174496442079544,0.5,0.6602838635444641
101,2345,0.06212828308343887,,,,,,,
102,2368,,0.11420007795095444,0.21312576532363892,0.07581667602062225,0.6823323369026184,0.034090809524059296,0.3333333432674408,0.6687346696853638
102,2368,0.053499504923820496,,,,,,,
103,2391,,0.12164744734764099,0.13571429252624512,0.07626216858625412,0.679070770740509,0.034090809524059296,0.3333333432674408,0.6690364480018616
103,2391,0.06386609375476837,,,,,,,
104,2414,,0.10872703045606613,0.18107448518276215,0.07290392369031906,0.6956019997596741,0.036935340613126755,0.2777777910232544,0.6678124666213989
104,2414,0.06841329485177994,,,,,,,
105,2437,,0.10764124989509583,0.18302808701992035,0.0845901221036911,0.6533899307250977,0.034090809524059296,0.3333333432674408,0.665733277797699
105,2437,0.0587841160595417,,,,,,,
106,2460,,0.10980863869190216,0.17039072513580322,0.08880708366632462,0.6487494111061096,0.034090809524059296,0.3333333432674408,0.683775007724762
106,2460,0.05911814421415329,,,,,,,
107,2483,,0.10873792320489883,0.18614163994789124,0.07678012549877167,0.6809030175209045,0.034090809524059296,0.3333333432674408,0.6799688339233398
107,2483,0.056755051016807556,,,,,,,
108,2506,,0.10872464627027512,0.18089133501052856,0.07677377760410309,0.6812629699707031,0.036935340613126755,0.2777777910232544,0.6789963245391846
108,2506,0.05172458663582802,,,,,,,
109,2507,,0.09907342493534088,0.2987179458141327,0.1161946952342987,0.5770618319511414,0.03609996661543846,0.3333333432674408,0.6110379695892334
