Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

7O27 hit rate =  10/7/0

7O27,string_interact_uniprot_sto_1,0.92093277,0.7
7O27,species_interact_uniref_sto_0,0.91496176,0.694
7O27,pdb_interact_uniprot_sto_0,0.91196889,0.684
7O27,pdb_interact_uniref_sto_0,0.9102788,0.675
7O27,pdb_interact_uniref_sto_3,0.90474057,0.703
7O27,custom_template_with_alphafold_models_1,0.9022693,0.395
7O27,structure_temp_dimer_a_1,0.90009004,0.395
7O27,uniprot_distance_uniprot_sto_0,0.89990222,0.692
7O27,uniclust_oxmatch_a3m_0,0.8993116,0.742
7O27,sequence_based_template_with_alphafold_1,0.89899182,0.395
