MODEL,PRED_DOCKQ
fold_7yqx_2_model_4,0.40564787
fold_7yqx_3_model_0,0.40519086
fold_7yqx_4_model_0,0.40501314
fold_7yqx_3_model_2,0.40500122
fold_7yqx_1_model_3,0.40498921
fold_7yqx_5_model_4,0.40494418
fold_7yqx_3_model_4,0.40492228
fold_7yqx_5_model_2,0.40480441
fold_7yqx_2_model_0,0.40478703
fold_7yqx_4_model_4,0.40476257
fold_7yqx_5_model_1,0.40475488
fold_7yqx_2_model_2,0.40472099
fold_7yqx_1_model_4,0.4047097
fold_7yqx_4_model_1,0.4045952
fold_7yqx_1_model_1,0.40457225
fold_7yqx_4_model_2,0.4045116
fold_7yqx_2_model_3,0.40450945
fold_7yqx_3_model_1,0.40448472
fold_7yqx_5_model_3,0.40437612
fold_7yqx_4_model_3,0.40433198
fold_7yqx_1_model_0,0.40421116
fold_7yqx_3_model_3,0.40419298
fold_7yqx_5_model_0,0.40414453
fold_7yqx_2_model_1,0.40413907
fold_7yqx_1_model_2,0.40407896
