Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

7UED hit rate =  10/9/0

7UED,fold_7ued_4_model_3,0.27299941,0.767
7UED,fold_7ued_3_model_1,0.25199407,0.776
7UED,fold_7ued_1_model_4,0.19363207,0.426
7UED,fold_7ued_3_model_0,0.18961506,0.767
7UED,fold_7ued_5_model_1,0.18422581,0.777
7UED,fold_7ued_1_model_3,0.18368366,0.751
7UED,fold_7ued_5_model_2,0.17767657,0.769
7UED,fold_7ued_4_model_4,0.16521442,0.785
7UED,fold_7ued_3_model_2,0.15686499,0.756
7UED,fold_7ued_5_model_4,0.14666852,0.768
