Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

7AOH hit rate =  10/10/10

7AOH,custom_template_file_4,0.40564421,0.931
7AOH,custom_template_file_3,0.40563625,0.923
7AOH,species_interact_uniref_a3m_2,0.40561444,0.875
7AOH,structure_temp_dimer_0,0.40559256,0.928
7AOH,uniclust_oxmatch_a3m_0,0.40552619,0.921
7AOH,sequence_based_template_0,0.40552533,0.905
7AOH,structure_temp_dimer_3,0.40550151,0.924
7AOH,custom_template_file_1,0.4054907,0.928
7AOH,sequence_based_template_1,0.40549022,0.9
7AOH,uniclust_oxmatch_a3m_2,0.40548426,0.91
