MODEL,PRED_DOCKQ
fold_7sgm_2_model_1,0.32335404
fold_7sgm_2_model_4,0.1880001
fold_7sgm_2_model_2,0.18773475
fold_7sgm_5_model_0,0.15863438
fold_7sgm_5_model_4,0.14013915
fold_7sgm_1_model_3,0.13304901
fold_7sgm_4_model_2,0.12679529
fold_7sgm_2_model_0,0.11509515
fold_7sgm_4_model_4,0.11069116
fold_7sgm_4_model_1,0.10991851
fold_7sgm_1_model_1,0.10885379
fold_7sgm_1_model_4,0.10223856
fold_7sgm_1_model_0,0.09794261
fold_7sgm_3_model_3,0.09001017
fold_7sgm_5_model_2,0.08736156
fold_7sgm_3_model_0,0.08630878
fold_7sgm_3_model_1,0.08397614
fold_7sgm_5_model_3,0.08299498
fold_7sgm_4_model_0,0.0824324
fold_7sgm_1_model_2,0.07451072
fold_7sgm_4_model_3,0.06373826
fold_7sgm_3_model_4,0.06290635
fold_7sgm_5_model_1,0.05273979
fold_7sgm_2_model_3,0.04807212
fold_7sgm_3_model_2,0.04337987
