TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
6B0S,model_3_multimer_20220423_221403,0.78128219,0.599
6B0S,model_3_multimer_20220423_342393,0.77008003,0.589
6B0S,model_1_multimer_20220423_293181,0.75226343,0.558
6B0S,model_3_multimer_20220423_293181,0.72593367,0.635
6B0S,model_3_multimer_20220423_536048,0.61427408,0.574
6B0S,model_5_multimer_20220423_342393,0.57934594,0.562
6B0S,model_1_multimer_20220423_342393,0.5712502,0.556
6B0S,model_5_multimer_20220423_221403,0.4840804,0.567
6B0S,model_2_multimer_20220423_293181,0.4406904,0.562
6B0S,model_5_multimer_20220423_536048,0.39280218,0.565
6B0S,model_2_multimer_20220423_052571,0.38588539,0.567
6B0S,ranked_0,0.38588539,0.567
6B0S,model_1_multimer_20220423_052571,0.35976639,0.565
6B0S,ranked_2,0.35976639,0.565
6B0S,model_4_multimer_20220423_342393,0.3563458,0.565
6B0S,model_3_multimer_20220423_052571,0.34765509,0.652
6B0S,ranked_4,0.34765506,0.652
6B0S,model_4_multimer_20220423_536048,0.32888973,0.558
6B0S,model_5_multimer_20220423_052571,0.31297064,0.565
6B0S,ranked_3,0.31297064,0.565
6B0S,model_5_multimer_20220423_293181,0.28779516,0.569
6B0S,model_1_multimer_20220423_221403,0.18746752,0.563
6B0S,model_4_multimer_20220423_221403,0.17803028,0.571
6B0S,ranked_1,0.17078865,0.568
6B0S,model_4_multimer_20220423_052571,0.17078865,0.568
6B0S,model_4_multimer_20220423_293181,0.14141759,0.568
6B0S,model_2_multimer_20220423_536048,0.13208425,0.562
6B0S,model_2_multimer_20220423_342393,0.12963338,0.565
6B0S,model_1_multimer_20220423_536048,0.12343062,0.552
6B0S,model_2_multimer_20220423_221403,0.0875491,0.571
