Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

7T25 hit rate =  10/10/5

7T25,fold_7t25_4_model_1,0.32738006,0.672
7T25,fold_7t25_4_model_0,0.32696855,0.67
7T25,fold_7t25_3_model_4,0.32690182,0.666
7T25,fold_7t25_5_model_0,0.32666412,0.673
7T25,fold_7t25_5_model_1,0.32630119,0.657
7T25,fold_7t25_5_model_4,0.32592496,0.862
7T25,fold_7t25_4_model_2,0.32591262,0.862
7T25,fold_7t25_3_model_0,0.32589421,0.866
7T25,fold_7t25_3_model_2,0.32585981,0.858
7T25,fold_7t25_5_model_3,0.32581526,0.855
