MODEL,PRED_DOCKQ
ranked_0_tidy,0.10962583
model_5_multimer_20220423_196616_tidy,0.10962583
model_5_multimer_20220423_050790_tidy,0.09062532
model_5_multimer_20220423_304319_tidy,0.05848669
model_3_multimer_20220423_050790_tidy,0.04980749
model_4_multimer_20220423_196616_tidy,0.04250506
ranked_1_tidy,0.04250506
model_4_multimer_20220423_931651_tidy,0.04192794
model_4_multimer_20220423_285424_tidy,0.04146492
model_4_multimer_20220423_050790_tidy,0.03940927
model_2_multimer_20220423_050790_tidy,0.03636903
model_3_multimer_20220423_931651_tidy,0.03126454
model_5_multimer_20220423_285424_tidy,0.03090381
model_5_multimer_20220423_931651_tidy,0.03043864
model_2_multimer_20220423_285424_tidy,0.02868654
model_2_multimer_20220423_304319_tidy,0.02823945
model_2_multimer_20220423_196616_tidy,0.02570078
ranked_2_tidy,0.02570078
ranked_4_tidy,0.02540304
model_1_multimer_20220423_196616_tidy,0.02540304
model_4_multimer_20220423_304319_tidy,0.02322833
model_2_multimer_20220423_931651_tidy,0.02011248
model_3_multimer_20220423_196616_tidy,0.01887311
ranked_3_tidy,0.01887311
model_3_multimer_20220423_304319_tidy,0.01792507
model_1_multimer_20220423_304319_tidy,0.01555066
model_1_multimer_20220423_050790_tidy,0.01536572
model_1_multimer_20220423_285424_tidy,0.01438505
model_1_multimer_20220423_931651_tidy,0.01384905
model_3_multimer_20220423_285424_tidy,0.00636828
