TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7SJO,fold_7sjo_1_model_4,0.4443247,0.569
7SJO,fold_7sjo_1_model_3,0.44392991,0.574
7SJO,fold_7sjo_2_model_3,0.44364071,0.59
7SJO,fold_7sjo_5_model_4,0.44363496,0.571
7SJO,fold_7sjo_3_model_2,0.4434914,0.569
7SJO,fold_7sjo_3_model_1,0.44340131,0.571
7SJO,fold_7sjo_3_model_3,0.44336507,0.579
7SJO,fold_7sjo_5_model_1,0.44334584,0.57
7SJO,fold_7sjo_4_model_2,0.44332322,0.586
7SJO,fold_7sjo_4_model_3,0.4433195,0.551
7SJO,fold_7sjo_1_model_0,0.44330841,0.573
7SJO,fold_7sjo_3_model_0,0.44327337,0.571
7SJO,fold_7sjo_2_model_4,0.44318736,0.559
7SJO,fold_7sjo_5_model_3,0.44317305,0.566
7SJO,fold_7sjo_5_model_2,0.44317141,0.575
7SJO,fold_7sjo_2_model_1,0.44315124,0.598
7SJO,fold_7sjo_5_model_0,0.44311106,0.57
7SJO,fold_7sjo_1_model_2,0.44284588,0.571
7SJO,fold_7sjo_4_model_1,0.44281352,0.62
7SJO,fold_7sjo_2_model_2,0.44280389,0.619
7SJO,fold_7sjo_3_model_4,0.44251314,0.577
7SJO,fold_7sjo_1_model_1,0.44230697,0.567
7SJO,fold_7sjo_2_model_0,0.44217649,0.598
7SJO,fold_7sjo_4_model_4,0.4421145,0.562
7SJO,fold_7sjo_4_model_0,0.44170904,0.616
