TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7VYR,fold_7vyr_4_model_1,0.33531854,0.806
7VYR,fold_7vyr_5_model_1,0.33465636,0.791
7VYR,fold_7vyr_4_model_2,0.33405051,0.851
7VYR,fold_7vyr_1_model_3,0.33381185,0.867
7VYR,fold_7vyr_5_model_2,0.33352515,0.842
7VYR,fold_7vyr_5_model_0,0.33333838,0.731
7VYR,fold_7vyr_1_model_1,0.33324713,0.874
7VYR,fold_7vyr_3_model_1,0.33303794,0.852
7VYR,fold_7vyr_4_model_0,0.33295974,0.848
7VYR,fold_7vyr_1_model_0,0.33270511,0.845
7VYR,fold_7vyr_1_model_4,0.33252218,0.555
7VYR,fold_7vyr_2_model_0,0.33227891,0.844
7VYR,fold_7vyr_5_model_3,0.33223185,0.843
7VYR,fold_7vyr_2_model_4,0.3320899,0.726
7VYR,fold_7vyr_2_model_3,0.33169952,0.868
7VYR,fold_7vyr_5_model_4,0.33144,0.794
7VYR,fold_7vyr_3_model_2,0.33138812,0.857
7VYR,fold_7vyr_1_model_2,0.33132154,0.891
7VYR,fold_7vyr_4_model_3,0.33118415,0.84
7VYR,fold_7vyr_2_model_2,0.33117202,0.841
7VYR,fold_7vyr_3_model_3,0.33064288,0.842
7VYR,fold_7vyr_4_model_4,0.33062521,0.851
7VYR,fold_7vyr_2_model_1,0.33059075,0.845
7VYR,fold_7vyr_3_model_0,0.33029294,0.865
7VYR,fold_7vyr_3_model_4,0.32807255,0.778
