TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
6A77,model_5_multimer_20220423_477699,0.7520417,0.609
6A77,model_5_multimer_20220423_663616,0.72706699,0.625
6A77,model_4_multimer_20220423_663616,0.70643038,0.082
6A77,model_4_multimer_20220423_016003,0.69186753,0.627
6A77,ranked_1,0.69186753,0.627
6A77,model_5_multimer_20220423_411110,0.68914777,0.634
6A77,model_5_multimer_20220423_996398,0.68699574,0.09
6A77,model_5_multimer_20220423_016003,0.67978442,0.671
6A77,ranked_0,0.67978442,0.671
6A77,model_4_multimer_20220423_411110,0.67704624,0.084
6A77,model_1_multimer_20220423_663616,0.67332637,0.082
6A77,model_2_multimer_20220423_663616,0.66604388,0.082
6A77,model_4_multimer_20220423_477699,0.64701593,0.084
6A77,model_3_multimer_20220423_411110,0.61545342,0.081
6A77,ranked_3,0.61032021,0.083
6A77,model_2_multimer_20220423_016003,0.61032021,0.083
6A77,model_2_multimer_20220423_996398,0.60100025,0.082
6A77,model_3_multimer_20220423_663616,0.60022879,0.088
6A77,model_3_multimer_20220423_016003,0.56592202,0.081
6A77,ranked_2,0.56592202,0.081
6A77,model_3_multimer_20220423_996398,0.52604145,0.082
6A77,model_1_multimer_20220423_477699,0.51483768,0.08
6A77,model_2_multimer_20220423_477699,0.33298084,0.082
6A77,model_4_multimer_20220423_996398,0.2980324,0.607
6A77,model_2_multimer_20220423_411110,0.25445998,0.082
6A77,model_3_multimer_20220423_477699,0.25302568,0.086
6A77,model_1_multimer_20220423_016003,0.22190772,0.081
6A77,ranked_4,0.22190772,0.081
6A77,model_1_multimer_20220423_411110,0.22146311,0.081
6A77,model_1_multimer_20220423_996398,0.21603404,0.081
