Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

7SU0 hit rate =  10/10/0

7SU0,fold_7su0_1_model_2,0.32784948,0.648
7SU0,fold_7su0_3_model_1,0.32746384,0.659
7SU0,fold_7su0_3_model_0,0.32737014,0.667
7SU0,fold_7su0_1_model_0,0.32735044,0.669
7SU0,fold_7su0_3_model_3,0.32732281,0.679
7SU0,fold_7su0_3_model_2,0.32725549,0.649
7SU0,fold_7su0_5_model_1,0.32725182,0.653
7SU0,fold_7su0_1_model_1,0.3272064,0.647
7SU0,fold_7su0_4_model_0,0.32718948,0.649
7SU0,fold_7su0_5_model_3,0.32715046,0.65
