Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

7TEE hit rate =  10/6/0

7TEE,fold_7tee_4_model_3,0.64015639,0.566
7TEE,fold_7tee_3_model_3,0.62231553,0.531
7TEE,fold_7tee_5_model_3,0.61216736,0.493
7TEE,fold_7tee_1_model_1,0.60722017,0.424
7TEE,fold_7tee_3_model_1,0.6038987,0.533
7TEE,fold_7tee_2_model_1,0.59950191,0.419
7TEE,fold_7tee_5_model_4,0.59677553,0.502
7TEE,fold_7tee_2_model_2,0.59538162,0.414
7TEE,fold_7tee_3_model_0,0.59223253,0.509
7TEE,fold_7tee_4_model_1,0.58049214,0.415
