TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7SBG,fold_7sbg_4_model_0,0.6368432,0.659
7SBG,fold_7sbg_2_model_1,0.61501485,0.447
7SBG,fold_7sbg_5_model_1,0.59131068,0.684
7SBG,fold_7sbg_4_model_3,0.58340842,0.684
7SBG,fold_7sbg_5_model_0,0.56217176,0.656
7SBG,fold_7sbg_5_model_2,0.55911398,0.642
7SBG,fold_7sbg_5_model_4,0.54481852,0.646
7SBG,fold_7sbg_4_model_2,0.5274083,0.645
7SBG,fold_7sbg_4_model_4,0.52113593,0.662
7SBG,fold_7sbg_4_model_1,0.51600552,0.641
7SBG,fold_7sbg_5_model_3,0.49947912,0.635
7SBG,fold_7sbg_3_model_2,0.43321419,0.414
7SBG,fold_7sbg_1_model_3,0.42137438,0.419
7SBG,fold_7sbg_1_model_4,0.36110038,0.433
7SBG,fold_7sbg_3_model_0,0.31535935,0.432
7SBG,fold_7sbg_1_model_2,0.29438758,0.65
7SBG,fold_7sbg_2_model_0,0.28309292,0.432
7SBG,fold_7sbg_3_model_1,0.2803776,0.431
7SBG,fold_7sbg_2_model_2,0.27573007,0.431
7SBG,fold_7sbg_1_model_0,0.26488706,0.416
7SBG,fold_7sbg_3_model_4,0.2593495,0.421
7SBG,fold_7sbg_2_model_3,0.2499546,0.428
7SBG,fold_7sbg_1_model_1,0.23110254,0.456
7SBG,fold_7sbg_2_model_4,0.20987912,0.478
7SBG,fold_7sbg_3_model_3,0.19282943,0.435
